구분,항목,단위,2014.01 월,2014.02 월,2014.03 월,2014.04 월,2014.05 월,2014.06 월,2014.07 월,2014.08 월,2014.09 월,2014.10 월,2014.11 월,2014.12 월,2015.01 월,2015.02 월,2015.03 월,2015.04 월,2015.05 월,2015.06 월,2015.07 월,2015.08 월,2015.09 월,2015.10 월,2015.11 월,2015.12 월,2016.01 월,2016.02 월,2016.03 월,2016.04 월,2016.05 월,2016.06 월,2016.07 월,2016.08 월,2016.09 월,2016.10 월,2016.11 월,2016.12 월,2017.01 월,2017.02 월,2017.03 월,2017.04 월,2017.05 월,2017.06 월,2017.07 월,2017.08 월,2017.09 월,2017.10 월,2017.11 월,2017.12 월,2018.01 월,2018.02 월,2018.03 월,2018.04 월,2018.05 월,2018.06 월,2018.07 월,2018.08 월,2018.09 월,2018.10 월,2018.11 월,2018.12 월,2019.01 월,2019.02 월,2019.03 월,2019.04 월,2019.05 월,2019.06 월,2019.07 월,2019.08 월,2019.09 월,2019.10 월,2019.11 월,2019.12 월,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월,2022.07 월,2022.08 월,2022.09 월,2022.10 월,2022.11 월,2022.12 월,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,Unnamed: 123
옥천,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.045,0.049,.03,.025,.028,.02,.02,.017,.019,.025,.032,.035,.035,.036,0.027,.027,.025,.02,.014,.014,.013,.018,0.033,.037,0.049,.041,.028,.028,0.023,.02,.017,.015,.016,.021,.028,.041,.034,.038,.023,.02,.026,.023,.018,.017,.018,.027,.032,.046,.042,.043,.028,.028,.029,.023,.022,.021,.022,.031,.032,.041,.05,.04,.033,.024,.027,.023,.019,.017,0.0186,.0246,.0363,.041,.0429,.0494,.0249,.029,.0279,.0276,.0254,.0226,
영동,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.042,.042,.044,0.028,.03,.032,.024,.016,.013,.014,.026,0.04,.037,0.054,.047,.03,.03,0.027,.024,.021,.017,.019,.027,.032,.044,.036,.037,.026,.017,.022,.025,.022,.019,.022,.033,.036,.045,.041,.043,.028,.029,.033,.025,.023,.024,0.026*,.036,.036,.043,.05,.041,.032,.024,.029,.026,.023,.021,0.0227,.0284,.0404,.0434,.0403,.0432,.0245,.0266,.0274,.0278,.0254,.0247,
증평,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.039,.041,.04,0.03,.026,.026,.019,.013,.013,.014,.022,0.033,.033,0.046,.04,.028,.026,0.024,.02,.016,.014,.017,.022,.03,.041,.042,.043,.026,.019,.027,.023,.019,.015,.018,.026,.032,0.039*,,,.025,.032,.03,.024,.022,.017,.019,.031,.034,.043,.054,.044,.035,.028,.03,.026,.022,.017,0.0208,.0255,.0388,.0411,.0455,.0492,.0322,.0305,.0317,.0289,.0266,.0224,
보은,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.02,.026,0.039,.041,0.056,.047,.033,.031,0.026,.022,.018,.016,.02,.026,.034,.045,.045,.047,.03,.022,.03,.025,.019,.017,.019,.029,.034,.044,.041,.044,.028,.027,.027,.022,.02,.018,.02,.032,.033,0.046*,.052,.041,.032,.025,.027,.024,.022,.018,0.0202,.0261,.0392,.041,.042,.0456,.0284,.0285,.0275,.025,.0248,.028,
도평균,월평균,,.011,0.019,0.027,0.035,0.05,0.042,0.035,0.026,0.025,0.019,.012,.013,0.011,0.02,.026,.031,0.043,0.045,.029,0.028,.026,.021,.013,.009,.014,.02,.025,.037,.043,.042,.028,.032,.025,.017,.013,.01,.027,0.021,0.025,0.041,0.045,0.049,.03,.025,.027,.019,.015,.013,.015,.023,.033,.037,.039,.04,0.028,.027,.027,.019,.013,.012,.015,.021,0.034,.035,0.048,.042,.03,.028,0.024,.021,.016,.012,.016,.023,.032,.043,.039,.044,.027,.02,.028,.024,.019,.017,.02,.028,.034,.044,.039,.043,.029,.029,.028,.022,.021,.017,.018,.03,.032,.043,.051,.041,.033,.026,.027,.023,.02,.016,0.0184,.0242,.0368,.0395,.0424,.0461,.0289,.0289,.0279,.0243,.0237,.0206,
천안,월평균,,.011,0.017,0.025,0.031,0.046,0.039,0.031,0.023,0.023,0.016,.012,.012,0.012,0.02,.025,.031,0.04,0.043,.028,0.028,.028,.02,.012,.01,.016,.024,.028,.037,.047,.046,.03,.036,.028,.019,.016,.013,.026,0.021,0.026,0.039,0.045,0.046,.029,.025,.027,.019,.013,.012,.012,.02,.03,.037,.042,.044,0.026,.031,.024,.018,.013,.014,.017,.023,0.033,.035,0.055,.047,.032,.031,0.027,.021,.017,.014,.016,.021,0.036*,0.045*,0.043*,.052,.035,.025,.033,.027,.02,.017,.019,.029,.034,.047,.045,.05,.037,.035,.035,.027,0.023*,.018,.019,.031,.033,.045,.055,.043,.04,.031,.035,.027,.022,.016,0.0192,.0235,.0407,.0439,0.0454*,0.0517*,.0362,.036,.0331,.027,.0251,.0203,
당진,월평균,,.021,0.025,0.034,0.038,0.052,0.043,0.038,0.034,0.034,0.027,.023,.019,0.02,0.027,.029,.036,0.041,0.043,.036,0.036,.038,.033,.022,.019,.024,.029,.034,.041,.059,.05,.035,.039,.038,.027,.024,.021,.012,0.03,0.011,0.04,0.043,0.042,.037,.037,.042,.028,0.026*,0.020*,0.017*,.021,.026,.032,.036,.044,0.025,.034,.032,.024,.02,.019,.021,.026,0.038,.036,0.055,.045,.037,.038,0.03,.025,.019,.019,.02,.027,.039,.045,.046,.049,.037,.028,.035,.031,.025,.024,.024,.036,.04,.051,.052,.052,.042,.039,.035,.033,0.028**,.021,.025,.036,.038,.052,.055,.038,.038,.032,.035,.028,.024,.021,0.0233,.0289,.0409,.0432,.0472,.0536,.0378,.0352,.0338,.0312,.0285,.0234,
서산,월평균,,.019,0.023,0.036,0.037,0.05,0.04,0.033,0.03,0.033,0.027,0.025*,.019,0.02,0.027,.03,.036,0.042,0.043,.037,0.035,.035,.025,.016,.015,.02,.025,.034,.042,.057,.051,.033,.035,.035,.026,.023,.019,.028,0.027,0.028,0.042,0.045,0.043,.035,.033,.041,.029,.022,.018,.021,.031,.04,.043,.046,.046,0.025,.035,.035,.028,.023,.023,.026,.031,0.041,.041,0.058,.048,.039,.041,0.032,.032,.025,.024,.024,.03,.039,.047,.046,.05,.037,.027,.04,0.037*,.029,.028,.026,.036,.04,.049,.051,.052,.043,.041,.038,.036,.032,.026,.027,.037,.04,.05,.058,.045,.044,.038,.039,.033,.03,.026,0.027,.0323,.0479,.0479,.0521,.0571,.0439,.0384,.037,.0383,.0335,.0295,
아산,월평균,,.01,0.024,0.027,0.031,0.047,0.039,0.033,0.024,0.024,0.019,.014,.012,0.01,0.018,.021,.027,0.037,0.039,.03,0.03,.026,.023,.011,.009,.016,.023,.025,.04,.053,.051,.036,.044,.034,.018,.015,.012,0.033*,0.021,0.028,0.036,0.046,0.052,.037,.033,.034,.023,.018,.014,.016,.022,0.027**,.035,.04,.041,0.025,.03,.026,.019,.013,.013,.015,.021,0.031,.031,0.049,.043,.032,.032,0.025,.021,.016,.016,.017,.023,.033,.042,.043,.051,.037,.026,.032,.025,.02,.018,.019,.03,.034,.045,.045,.048,.039,.034,.031,.025,.021,.017,.018,.029,.032,.043,.052,.042,.041,.033,.034,.027,.022,.018,0.0204,.0243,.0381,.0416,.0449,.0518,.0386,.0378,.0342,.0297,.0268,.0222,
논산,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.031,.028,.03,.021,.016,.014,.012,.014,.03,.041,.044,.041,0.026,.031,.029,.02,.015,.016,.017,.023,0.036,.037,0.053,.049,.034,.033,0.031,.027,.02,.016,.018,.019,.026,.036,.038,.042,.028,.023,.034,.027,.021,0.019*,.023,.032,.037,.047,.047,.051,.035,.035,.035,.028,.025,.02,.021,.032,.036,.043,.051,.042,.037,.029,.032,.027,.023,.02,0.0219,.0267,.0376,.0418,.0444,.0506,.0324,.0332,.0326,.0292,.0251,.0214,
태안,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.037,.035,0.044*,.032,.024,.023,.022,.026,.032,.034,.039,.034,0.02,.034,.036,.031,.022,.019,.021,.022,0.027,.03,0.044,.045,.043,.046,0.037,.033,.024,.022,.022,.024,.026,.029,.035,.044,.035,.027,.04,.037,.03,.032,.032,.04,.038,.048,.047,.049,.041,.04,.036,.034,.032,.028,.03,.038,.039,.047,.055,.042,.04,.035,.04,.035,.031,.03,0.0304,.0359,.0497,.0494,.0501,.0538,.0428,.0367,.0368,.0382,.0355,.0301,
보령,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.041,.036,.045,.037,.029,.025,.025,.032,.038,.042,.049,0.049*,0.025,.039,.04,.034,.027,.026,.025,.032,0.041,.041,0.058,.049,.038,.039,0.035,.032,.026,.025,.021,.022,.035,.038,.04,.04,.031,.029,.039,.031,.029,.026,.03,.042,.047,.059,.055,.059,.047,.044,.043,.037,.033,.027,.027,.039,.04,.049,.058,.045,.045,.039,.042,.035,.03,.026,0.0274,.0316,.0453,.0458,.047,.0503,.0387,.037,.0334,.0309,.0301,.029,
홍성,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.044,.035,.038,.025,.023,.025,.018,.019,.02,.037,.042,.042,0.026,.034,.028,.023,.014,.016,.018,.025,0.035,.034,0.049,.045,.037,.038,0.029,.026,.02,.019,.022,.027,.039,.044,.041,.045,.035,.029,.036,.031,.025,.023,.025,.037,.041,.05,.049,.048,.037,.041,.037,.033,.029,.023,.025,.037,.04,.051,.058,.043,.044,.043,.041,.032,.026,.022,0.0248,.0307,.0419,.0436,.044,.0476,.0392,.0391,.0375,.0329,.0305,.0251,
공주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.027,.017,.024,.022,.018,.015,.015,.021,.033,.044,.043,.046,0.022,.03,.029,.027,.019,.017,.022,.032,0.046,.047,0.061,.045,.033,.031,0.026,.024,.021,.017,.02,.024,.034,.041,.039,.046,.03,.023,.032,.027,.022,.019,.02,.029,.035,.045,.041,.044,.034,0.033*,0.034**,.026,.024,.019,.023,.033,0.034*,.047,.051,.04,.035,.03,.034,.029,.027,.022,0.0248,.0317,.0434,.0438,.0452,.0504,.0334,.0364,.0341,.0299,.0271,.023,
부여,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.034,.028,.031,.023,.018,.014,.018,.027,.037,.044,.045,.053,0.032,.039,.03,.026,.018,.018,.021,.031,0.041,.042,0.056,.044,.035,.035,0.031,.026,.019,.019,.022,.026,.034,.038,.037,.042,.03,.02,.028,.023,.019,.015,.015,.02,.025,.04,.042,.042,.03,.027,.031,.031,.025,.02,.022,.034,.039,.048,.054,.041,.037,.029,.033,.028,.023,.019,0.0209,.0275,.0396,.0422,.042,.0436,.0297,.0318,.0308,.0251,.0221,.0207,
청양,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023*,.025,.03,.035,.04,.041,.047,0.026,.034,.029,.023,.018,.018,.02,.028,0.039,.039,0.054,.046,.035,.033,0.029,.025,.02,.019,.021,.028,.04,.041,.042,.046,.037,.024,.036,.029,.025,.02,.026,.038,.04,.05,.045,.045,.032,.032,.033,.028,.025,.021,.025,.034,.036,.047,.05,.041,.036,.03,.033,.029,.025,.022,0.0252,.0312,.0399,.0425,.044,.0476,.0311,.0314,.0302,.0274,.0277,.0252,
금산,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016*,.022,.03,.036,.041,.042,.046,0.03,.033,.029,.022,.013,.013,.017,.026,0.038,.037,0.052,.047,.031,.032,0.025,.031,.02,.016,.016,.028,.028,.037,.037,.042,.028,.019,.029,.023,.016,.014,.016,.029,.031,0.040*,.04,.038,.036,.033,.033,.026,.023,.02,.021,.034,.037,.046,.055,.044,.038,0.031*,.031,.027,.022,.018,0.0207,.0277,.0412,.0417,.0439,.0488,.0288,.0322,.0314,.0284,.0249,.0226,
예산,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.042,.035,.042,0.027*,.028,.023,.02,.024,.033,.04,.046,.048,0.028,.038,.031,.026,.018,.017,.019,.025,0.039,.039,0.059,.049,.039,0.039*,0.028,.024,.019,.018,.02,.027,.036,.041,.039,.043,.033,.022,.03,.024,.022,.022,.021,.033,.04,.051,.05,.047,.04,.04,.035,.03,.027,.02,.021,.035,.038,.051,.056,.043,.041,.038,.033,.026,.023,.02,0.0211,.0263,.0408,.0409,.0444,.0526,.0423,.0384,.0316,.0277,.0266,.0219,
계룡,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040**,.046,.047,.05,0.03,.034,.033,.026,.018,.02,.023,.03,0.043,.044,0.053,.048,.034,.033,0.028,.026,.018,.016,.017,.02,.032,.041,.038,.044,.028,.02,.032,.024,.018,.017,.018,.029,.031,,.038,.04,.027,.029,.03,.023,.026,.022,.023,.036,.04,.049,.054,.043,.035,.03,.031,.026,.024,.021,0.0233,.0283,.0445,.0452,.0474,.0518,.0326,.0348,.0336,.0324,.029,.0256,
서천,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044**,.045,.05,.048,0.026,.037,.038,.034,.026,.025,.023,.026,0.033,.034,0.05,.048,.037,.039,0.034,.031,.022,.02,.02,.024,.036,.045,.049,.054,.04,.028,.042,.036,.028,.025,.028,.034,.041,.05,.045,.055,.041,.041,.039,.036,.033,.028,.029,.04,.042,.047,.058,.045,.043,.036,.042,.033,.03,.026,0.0281,.0324,.0377,.0364,.0366,.0394,.0307,.0308,.033,.0311,.0295,.0264,
도평균,월평균,,.016,0.022,0.031,0.035,0.049,0.041,0.034,0.028,0.029,0.023,.019,.016,0.017,0.024,.027,.033,0.04,0.043,.033,0.033,.033,.026,.016,.014,.019,.025,.031,.04,.054,.049,.033,.038,.034,.023,.02,.017,.023,0.025,0.022,0.04,0.044,0.045,.035,.031,.037,.026,.021,.018,.018,.024,.032,.039,.043,.044,0.026,.034,.031,.025,.018,.018,.02,.026,0.036,.036,0.053,.046,.036,.036,0.03,.027,.02,.019,.02,.025,.035,.042,.042,.048,.035,.026,.035,.029,.024,.022,.023,.033,.037,.048,.046,.049,.038,.037,.035,.031,.027,.022,.024,.034,.037,.047,.055,.043,.04,.034,.036,.03,.026,.022,0.0238,.0289,.0418,.0434,.0456,.0507,.0371,.0358,.0339,.031,.0285,.0244,
임실,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.031,.024,.016,.013,.015,.016,.02,0.025,.028,0.049,.041,.023,.016,0.016,.019,.015,.013,.012,.011,.01,.025,.04,.043,.029,.021,0.029*,0.026*,.022,.019,.021,.029,.036,.045,.044,.044,.027,.029,.03,.027,.024,.022,.022,.035,.037,.044,.047,.034,.029,.022,.023,.026,.023,.02,0.0226,.0274,.0399,.0417,.0433,.0469,.0297,.029,.0277,.028,.0261,.025,
전주,월평균,,.015,0.022,0.035,0.041,0.049,0.044,0.032,0.025,0.029,0.023,.015,.015,0.015,0.023,.03,.038,0.046,0.044,.032,0.031,.031,.03,.016,.013,.018,.027,.032,.042,.052,.042,.031,.038,.033,.02,.019,.017,.023,0.028,0.02,0.046,0.048,0.049,.036,.033,.035,.022,.02,.019,.02,.025,.034,.04,.041,.045,0.03,.033,.031,.025,.017,.018,.017,.027,0.039,.037,0.051,.045,.034,.035,0.028,.025,.024,.02,.018,.025,.034,.043,.045,.051,.038,.028,.032,.027,.02,.019,.021,.028,.034,.044,.046,.047,.031,.033,.032,.027,.025,.02,.019,.031,.036,.043,.051,.038,.036,.027,.029,.028,.023,.019,0.0218,.0237,.0396,.0417,.0448,.0492,.0314,.0332,.0321,.0299,.0252,.0228,
군산,월평균,,.015,0.023,0.031,0.038,0.048,0.045,0.035,0.031,0.036,0.028,.02,0.018*,0.018,0.026,.031,.033,0.039,0.042,.033,0.033,.033,.028,.017,.014,.019,.024,.03,.037,.048,.045,.03,.036,.034,.025,.02,.018,.018,0.03,0.019,0.042,0.045,0.047,.032,.032,.039,.029,.021,.018,.02,.027,.032,.035,.04,.042,0.022,.029,.03,.028,.02,.02,.022,.03,0.038,.039,0.051,.044,.033,.036,0.032,.031,.022,.018,.023,.027,.037,.044,.046,.053,.038,.027,.04,.035,.026,.023,.026,.035,.039,.047,.047,.049,.035,.035,.034,.033,.029,.024,.026,.036,.038,.046,.054,.043,.042,.033,.039,.033,.029,.024,0.0261,.0321,.0432,.0454,.0471,.0532,.0356,.0375,.038,.0354,.0307,.0272,
익산,월평균,,.011,0.016,0.027,0.04,0.051,0.047,0.038,0.033,0.033,0.025,.019,0.013*,0.013,0.018,.022,.028,0.042,0.044,.033,0.033,.031,.028,.017,.014,.02,.026,.029,.04,.05,.047,.04,.039,.033,.021,.017,.015,.023,0.025,0.022,0.04,0.043,0.045,.033,.028,.03,.022,.018,.018,.021,.026,.032,.035,.04,.04,0.028,.034,.023,.018,.014,.015,.019,.024,0.035,.034,0.049,.042,.03,.029,0.024,.023,.018,0.017*,.019,.025,.032,.039,.04,.047,.031,.024,.036,.029,.023,.019,.022,0.031*,0.037**,0.044*,0.045*,.049,.032,.034,0.031*,.028,.025,.021,.022,.033,.035,.042,.051,.039,.037,.029,.029,.027,.023,.018,0.0218,.0259,.0378,.0411,.0436,.0495,.0335,.0343,.0347,.0316,.026,.0234,
남원,월평균,,.019,0.03,0.035,0.047,0.054,0.045,0.033,0.029,0.03,0.026,.019,.018,0.018,0.027,.036,.041,0.051,0.047,.035,0.03,.035,.03,.018,.015,.021,.029,.037,.047,.053,.045,.03,.038,.032,.023,.018,.02,.017,0.036,0.016,0.05,0.052,0.056,.032,.031,.037,.028,.022,.021,.025,.03,.039,.047,.048,.051,0.027,.029,.032,.027,.019,.018,.022,.03,0.042,.041,0.056,.047,.031,.027,0.026,.027,.021,.02,.023,.031,.034,.044,.042,.044,.029,.021,.031,.028,.022,.02,.022,.029,.036,.045,.045,.047,.027,.029,.031,.028,0.026*,.028,.03,.039,.041,.046,.055,.043,.035,.032,.032,.032,.028,.027,0.0294,.0324,.0427,.0445,.0465,.048,.0291,.0291,.029,.0329,.029,.0286,
정읍,월평균,,.014,0.017,0.027,0.033,0.04,0.034,0.023,0.02,0.025,0.02,.014,.013,0.014,0.022,.026,.03,0.036,0.031,.024,0.022,.025,.025,.013,.01,.013,.021,.025,.031,.039,.033,,,.033,.023,.021,.018,.02,0.032,0.016,0.051,0.053,0.053,.034,.033,.037,.024,.024,.022,.024,.031,.038,.044,.048,.051,0.025,.03,.03,.027,.021,.019,.021,.029,0.04,.039,0.055,.046,.032,.031,0.029,.026,.023,.021,.021,.028,.036,.043,.045,.047,.028,.018,.028,.028,.023,.02,.023,0.030*,.035,.042,.043,.045,.028,.028,.029,.026,.026,.021,.021,.032,.036,.044,.052,.039,.036,.028,.031,.03,.027,.023,0.0263,.0294,.0445,.0439,.0467,.0484,.032,.0318,.0315,.0324,.0297,.0276,
고창,월평균,,.031,0.033,0.044,0.051,0.062,0.051,0.034,0.032,0.038,0.034,.028,.025,0.027,0.037,.043,.047,0.055,0.051,.038,0.038,.042,.042,.027,.021,.03,.038,.045,.051,.06,.049,.036,.044,.041,.033,.03,.024,.013,0.041,0.013,0.053,0.058,0.058,.039,.039,.039,.03,.034,.031,.034,.038,.044,.05,.048,.049,0.026,.033,.034,.03,.026,0.025*,.03,.037,0.047,.046,0.059,.046,.034,.035,0.034,.034,.031,.03,.03,.035,.042,.049,.049,.047,.035,.027,.038,.038,.032,.029,.03,.037,.043,.05,.048,.049,.034,.035,.035,.035,.034,.03,.03,.04,.042,.047,.054,.041,.035,0.029*,.032,.033,.032,.028,0.0312,.0331,.0454,.0454,.0465,.0465,.0352,.0343,.0343,.0362,.0333,.0311,
부안,월평균,,,,,,,,,,,,,,,,,,0.055,0.055,.04,0.037,.038,.031,.019,.017,.023,.035,.04,.049,.062,.052,.038,.043,.04,.026,.021,.023,.018,0.037,0.018,0.055,0.059,0.062,.041,.039,.044,.032,.028,.026,.028,.037,.046,.05,.055,.055,0.028,.036,.037,.034,.026,.025,.027,.037,0.048,.048,0.062,.05,.036,.036,0.034,.032,.027,.027,.029,.034,.043,.051,.053,.055,.039,.025,.038,.034,.027,.025,.027,.037,.043,.051,.052,.054,.035,.033,.034,.032,.032,.027,.028,.04,.041,.049,.056,.042,.038,.03,.035,.033,.029,.025,0.0283,.0318,.0454,.0455,.0486,.0523,.0343,.0364,.0363,.0363,.0321,.029,
김제,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,.019,.025,.03,.039,.049,.042,.028,.031,.026,.018,.016,.016,.021,0.03,0.019,0.049,0.054,0.055,.042,.037,.041,.03,.026,.024,.025,.031,.041,.046,.052,.051,0.027,.033,.033,.027,.02,.02,.021,.029,0.04,.042,0.059,.047,.035,.035,0.032,.029,.023,.021,.022,.03,.038,.047,.049,.052,.035,.024,.035,.03,.023,.018,.023,.034,.038,.047,.048,.052,.034,.033,.033,.03,.027,.023,.022,.034,.036,.044,.052,.041,.038,.029,.034,.03,.026,.023,0.0257,.0284,.0417,.0439,.0477,.0525,.0346,.0351,.0346,.0321,.029,.0266,
완주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.034,.042,.047,.049,.047,0.029,.032,.035,.032,.027,.026,.024,.033,0.044,.044,0.055,.047,.034,.031,0.033,.032,.029,.027,.023,.029,.034,.042,.041,.044,.029,.021,.033,.029,.024,.021,.027,.033,.036,.045,.044,.044,.027,.029,.031,.029,.027,.025,.024,.036,.038,.043,.048,.037,.032,.025,.03,.03,.029,.025,0.0272,.0293,.0425,.0427,.0445,.0453,.0285,.0292,.0303,.0311,.0286,.0294,
진안,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.03,.04,.045,.036,.032,0.017,.02,.024,.021,.015,.021,.021,.029,0.036,.038,0.049,.044,.031,.028,0.028,.028,.026,.022,.023,.028,.035,.043,.038,.039,.026,.019,.027,.024,.021,.019,.022,.029,.033,.039,.035,.035,.023,.027,.029,.026,.024,.021,.021,.037,.039,.045,.05,.041,.031,.025,.028,.027,.026,.023,0.0243,.0301,.0419,.0433,.042,.0468,.0282,.028,.0264,.027,.0274,.0275,
무주,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.035,.034,.029,.022,.021,.023,.031,0.045,.044,0.056,.047,.033,.027,0.029,.023,.022,.019,.021,.03,.039,.047,.043,.043,.028,.022,.033,.03,.024,.021,.024,.036,.037,.047,.043,.043,.028,.029,.032,.028,.028,.025,.024,.037,.039,.046,.052,.035,.026,.023,.025,.029,.028,.022,0.0236,.0308,.0472,.0472,.0405,.0494,.0295,.0291,.0304,.0326,.0325,.0314,
순창,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.017,.021,.024,.031,0.041,.041,0.053,.044,.031,.028,0.027,.026,.021,.019,.022,.04,.038,.046,.043,.045,.03,.023,.032,.03,.023,.021,.024,.032,.04,.045,.042,.043,.026,.026,.027,.024,.02,.02,.024,.034,.036,.042,.045,.037,.029,.023,.025,.024,.02,.019,0.0218,.0274,.0406,.0414,.0427,.0442,.0385,.0322,.0356,.0254,.0225,.0199,
장수,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.031,.032,.041,0.051,.047,0.061,.05,.037,.03,0.03,,.027,.027,.027,.037,.042,.048,.046,.05,.032,.024,.031,.029,.028,.024,.025,.03,.032,.045,0.050**,.047,.03,.031,.033,.03,.031,.03,.029,.04,.042,.047,.056,.044,.031,.027,.027,.028,.028,.026,0.0204,.0276,.0446,.045,.0434,.0479,.0301,.0293,.0288,.0334,0.0349*,.0317,
도평균,월평균,,.016,0.022,0.032,0.041,0.05,0.045,0.034,0.029,0.032,0.026,.019,.016,0.016,0.024,.029,.035,0.044,0.044,.033,0.032,.033,.03,.018,.014,.02,.027,.032,.041,.051,.044,.033,.038,.034,.023,.02,.018,.02,0.03,0.019,0.046,0.049,0.05,.035,.033,.036,.026,.022,.021,.023,.029,.037,.041,.044,.045,0.026,.032,.03,.025,.019,.02,.022,.03,0.04,.04,0.054,.045,.032,.032,0.029,.027,.023,.021,.022,.028,.035,.043,.044,.048,.033,.024,.034,.03,.024,.021,.024,.032,.037,.045,.046,.047,.031,.032,.032,.029,.027,.023,.024,.035,.037,.044,.052,.04,.036,.028,.031,.029,.026,.022,0.0247,.0285,.0417,.0433,.0452,.0493,.0325,.0332,.0332,.0321,.0283,.0262,
화순,월평균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,.033,0.044,.035,.024,.028,0.023,.02,.019,.017,.018,.025,.028,.036,.038,.034,.025,.019,.025,.022,.019,.017,.02,.029,.034,.041,.04,.041,.027,.022,.028,.025,.021,.018,.02,.031,.037,.044,.05,.04,.034,.026,.033,.032,.028,.022,0.0255,.0294,.0399,.0423,.0422,.0449,.0274,.0261,.0263,.0253,.0243,.0217,
여수,월평균,,.021,0.028,0.034,0.042,0.049,0.042,0.033,0.03,0.036,0.03,.024,.021,0.022,0.03,.035,.038,0.039,0.027,.02,0.02,.035,.036,.023,.019,.023,.032,.035,.04,.047,.037,.025,.033,.027,.022,.019,.016,.021,0.024,0.023,0.033,0.034,0.031,.027,.029,.034,.025,.022,.021,.023,.031,.04,.043,.042,.039,0.02,.021,.025,.024,.019,.018,.021,.025,0.036,.036,0.048,.04,.03,.029,0.024,.026,.022,.017,.02,.027,.029,.037,.037,.035,.028,.023,.034,.032,.025,.023,.023,.029,.036,.043,.043,.041,.029,.032,.033,.032,.031,.025,.028,.039,.041,.044,.054,.037,.036,.029,.034,.035,.031,.027,0.0286,.0311,.0419,.0445,.043,.0427,.026,.0312,.0324,.0376,.0309,.0284,
