,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
157,인천광역시 동구_2015,13,17,16,12,18,24,32,28,470,26,68,1030,19106,2,0,39,25,0,16,10.8,782,100.0,100.0,0.49455991208452,B
158,인천광역시 미추홀구_2015,14,16,16,12,19,24,30,28,528,66,94,4453,28812,2,8,205,114,2,85,-,-,100.0,100.0,1.216975718565153,C
159,인천광역시 연수구_2015,14,15,15,14,21,22,30,29,587,81,86,4622,27353,2,4,141,82,1,61,5.6,1784,100.0,100.0,4.785205611521492,D
160,인천광역시 남동구_2015,14,15,15,13,19,23,30,29,346,27,101,9428,17682,1,12,320,172,1,127,11.7,6236,100.0,99.9,3.133397232163686,D
161,인천광역시 부평구_2015,14,16,16,12,21,23,31,29,515,21,114,6721,31906,3,12,297,171,4,129,9.9,5510,100.0,100.0,2.4107727601025046,D
162,인천광역시 계양구_2015,14,9,10,13,22,13,22,30,48,1,260,4150,2524,1,9,159,101,4,69,12.4,4161,100.0,100.0,3.9056919879938254,D
163,인천광역시 서구_2015,16,7,6,15,21,10,13,33,4,0,2611,9197,617,5,8,205,118,2,83,10.8,5446,99.0,99.9,4.582645829427933,D
164,전라남도 목포시_2015,13,16,15,12,17,25,29,28,515,34,44,3846,15755,5,11,134,61,8,48,31.6,7540,97.9,99.7,1.3282919971285092,C
165,전라남도 여수시_2015,12,14,14,14,15,21,29,32,567,30,47,3282,15461,3,7,144,74,1,52,14.1,4100,83.9,85.4,0.7976930156795098,C
166,전라남도 순천시_2015,10,15,15,13,15,23,30,30,491,48,61,3616,16951,5,17,123,79,8,43,21,5858,89.8,94.2,1.4138957885192274,D
167,전라남도 나주시_2015,10,10,7,8,14,16,20,17,65,3,84,794,3718,1,3,53,22,1,20,40.7,4000,58.8,78.6,0.636493240793141,C
168,전라남도 광양시_2015,11,13,14,14,14,21,29,32,263,12,65,1687,9083,1,4,53,37,1,25,6.6,1013,92.1,85.4,2.226345411226049,D
169,전라남도 담양군_2015,10,7,8,10,15,13,21,27,15,1,176,384,1398,-,2,24,10,-,10,33.4,1569,63.8,75.4,0.1271758466230762,A
170,전라남도 곡성군_2015,8,8,11,11,10,14,25,28,23,2,92,165,1046,-,1,12,8,-,6,13.7,421,68.2,77.9,0.1430364282836992,A
171,전라남도 구례군_2015,11,7,8,11,13,11,22,29,22,0,95,224,1064,-,1,10,5,-,7,24.4,666,88.6,58.1,0.219245104796222,B
172,전라남도 고흥군_2015,8,8,7,12,11,13,20,27,51,1,87,339,2204,2,1,36,12,-,17,21.1,1450,44.4,65.9,0.0103465025435883,A
173,전라남도 보성군_2015,8,6,8,11,9,11,20,25,34,1,78,267,1475,-,2,21,8,-,10,31.2,1415,55.4,55.8,0.0154364105080236,A
174,전라남도 화순군_2015,11,10,11,15,13,17,24,33,91,2,70,506,3269,1,3,28,15,-,10,61.2,4030,71.9,90.3,0.1800373907484231,B
175,전라남도 장흥군_2015,10,8,8,10,12,13,21,26,26,0,129,337,1606,1,1,23,8,-,9,8.4,367,59.7,77.2,0.215535206053176,B
176,전라남도 강진군_2015,7,7,7,11,9,12,19,27,30,0,100,173,1444,-,3,18,6,-,5,10.6,411,56.1,57.6,0.0,A
177,전라남도 해남군_2015,11,8,10,7,13,15,25,14,58,5,88,586,3072,1,3,37,17,-,10,22.6,1723,45.5,60.9,0.0288737664554697,A
178,전라남도 영암군_2015,11,10,8,10,14,16,20,24,48,1,103,554,2738,-,2,24,12,-,12,19.6,1138,70.6,80.7,0.1292222376570698,A
179,전라남도 무안군_2015,11,12,12,11,14,19,27,23,108,5,65,839,4341,1,2,42,17,-,15,8.9,729,57.8,86.4,0.513932664301234,B
180,전라남도 함평군_2015,8,7,6,7,10,12,18,20,18,2,103,151,1080,-,1,16,8,-,7,22.2,774,50.4,68.0,0.0872778509372439,A
181,전라남도 영광군_2015,10,9,8,12,13,15,21,31,58,3,68,447,2329,2,-,34,14,-,13,20.8,1168,53.2,91.5,0.1156339960759402,A
182,전라남도 장성군_2015,13,9,8,12,16,15,22,30,37,1,91,650,1976,-,2,18,9,-,9,24.3,1126,58.5,82.4,0.1790835447798139,B
183,전라남도 완도군_2015,12,7,7,8,14,13,19,25,34,3,126,625,2130,-,1,25,11,-,10,3.1,165,49.8,96.2,0.1389305932009247,A
184,전라남도 진도군_2015,11,7,4,2,14,12,14,8,22,0,67,297,1233,-,2,16,6,-,7,6.7,217,60.0,99.6,0.0662657608771602,A
185,전라남도 신안군_2015,7,4,4,5,9,7,12,16,7,0,290,214,995,-,3,11,5,-,5,4.8,209,31.3,88.5,0.0318601019634686,A
186,전북특별자치도 전주시_2015,12,16,16,16,17,25,33,34,3360,289,26,10228,39372,5,36,423,242,15,188,24.8,16155,99.0,99.7,1.8243472398317209,D
187,전북특별자치도 군산시_2015,13,14,15,15,18,21,31,32,3360,289,9,3889,15896,2,8,151,68,3,70,14.8,4128,92.0,98.2,0.934026043452818,C
188,전북특별자치도 익산시_2015,11,13,15,14,16,20,31,30,3360,289,10,4449,16709,2,7,157,88,4,80,16.3,4911,87.0,99.0,0.8224477568462696,C
189,전북특별자치도 정읍시_2015,10,9,10,11,14,16,25,25,3360,289,3,1270,5608,1,4,72,31,1,29,19.2,2224,75.0,98.0,0.1863696732785884,B
190,전북특별자치도 남원시_2015,8,10,11,10,13,16,25,25,3360,289,2,644,4399,1,1,58,20,-,19,18.1,1535,80.0,86.5,0.2002720317006278,B
191,전북특별자치도 김제시_2015,10,8,10,9,13,12,24,21,3360,289,2,946,3672,-,3,52,18,2,18,37.7,3344,59.0,99.7,0.070317229489113,A
192,전북특별자치도 완주군_2015,11,10,9,10,16,16,23,22,3360,289,2,1494,5055,-,1,49,16,-,16,24.1,2301,66.0,76.4,0.7913203947137987,C
193,전북특별자치도 진안군_2015,8,5,4,7,12,10,12,20,3360,289,0,255,939,-,2,12,4,-,5,11.9,313,70.0,70.6,0.059286801832779,A
194,전북특별자치도 무주군_2015,8,8,6,7,13,13,17,17,3360,289,0,251,1063,-,-,13,5,-,8,5.5,138,74.0,73.9,0.0825251547150109,A
195,전북특별자치도 장수군_2015,10,8,5,7,12,12,15,19,3360,289,0,202,994,-,-,8,4,-,4,1.5,34,72.0,76.4,0.1572041685044471,A
196,전북특별자치도 임실군_2015,9,5,4,9,11,9,13,27,3360,289,0,221,1081,-,1,14,5,-,11,8.3,250,57.0,81.9,0.2191400459934981,B
197,전북특별자치도 순창군_2015,7,6,7,9,11,10,19,24,3360,289,0,246,1190,-,1,17,5,-,6,24.8,751,49.0,69.1,0.136377081323048,A
198,전북특별자치도 고창군_2015,10,7,8,10,12,12,21,22,3360,289,1,423,2152,1,1,32,12,-,11,15.4,924,63.0,99.1,0.1689146238156742,B
199,전북특별자치도 부안군_2015,9,7,8,10,13,12,20,25,3360,289,1,541,2130,1,5,26,13,-,18,22.7,1292,67.0,99.9,0.0826006655615298,A
200,제주특별자치도 제주시_2015,12,15,15,15,23,23,30,33,785,44,63,4550,29737,0,3,278,139,-,126,9.2,4248,91.0,100.0,1.722251909989231,D
201,제주특별자치도 서귀포시_2015,9,11,12,12,16,18,27,27,162,3,95,997,8427,1,3,86,41,-,38,3.7,605,92.6,100.0,0.8317692020679924,C
202,충청남도 천안시_2015,14,16,15,16,22,24,30,35,1060,78,66,10385,38323,4,15,314,164,2,156,12.5,7566,95.99,91.8,3.66441971080309,D
203,충청남도 공주시_2015,9,10,10,13,18,17,24,30,126,11,76,1359,4986,1,1,68,22,-,29,24.7,2747,68.27,96.9,0.1971921318104126,B
204,충청남도 보령시_2015,13,10,11,12,18,16,25,28,118,6,78,1183,4959,1,3,9,21,-,30,11.9,1244,66.3,94.5,0.3627010901359951,B
205,충청남도 아산시_2015,14,15,15,15,21,23,29,34,353,19,93,4890,19707,1,6,126,73,-,57,11.4,3391,71.0,97.5,1.9529343361561835,D
206,충청남도 서산시_2015,13,14,14,13,19,22,29,32,196,19,89,2201,10078,2,-,71,36,-,35,6.8,1164,71.63,93.1,0.8510037242212019,C
207,충청남도 논산시_2015,9,11,10,12,15,17,24,26,99,12,87,734,6099,1,3,77,30,-,35,27.2,3373,61.99,91.6,0.2915297236465347,B
208,충청남도 계룡시_2015,13,15,15,12,20,23,30,28,56,4,99,761,3023,-,2,18,12,-,13,4.5,187,95.79,99.0,3.912474323463607,D
209,충청남도 당진시_2015,11,13,12,14,19,21,27,29,175,12,75,1651,9420,1,4,80,44,-,33,7.2,1184,61.5,88.9,0.7440730053155037,C
210,충청남도 금산군_2015,10,9,9,11,15,15,23,28,38,2,120,424,2296,-,1,35,14,-,15,13.6,749,74.07,95.3,0.1664499022459119,B
211,충청남도 부여군_2015,10,8,9,13,13,13,23,28,54,5,103,598,2757,-,2,31,15,-,17,18.1,1285,50.63,91.6,0.104862602057986,A
212,충청남도 서천군_2015,8,8,10,10,10,13,24,24,55,5,66,293,2049,-,1,33,12,-,17,22.1,1259,51.12,94.1,0.0309691070105782,A
213,충청남도 청양군_2015,9,7,7,10,13,11,19,26,20,1,123,287,1041,-,2,10,6,-,6,8.2,265,50.36,92.3,0.2416842326448112,B
214,충청남도 홍성군_2015,11,12,11,11,18,19,25,26,92,11,97,1121,4842,1,1,43,23,-,19,17.8,1687,66.27,96.6,0.5882767312581592,C
215,충청남도 예산군_2015,10,9,11,11,15,15,25,25,73,8,77,806,3318,1,3,44,23,-,21,9,751,57.08,91.8,0.0371400636045384,A
216,충청남도 태안군_2015,9,9,9,10,14,14,22,25,47,3,106,448,2586,-,-,27,12,-,11,8,510,52.25,81.0,0.3296457668133521,B
217,세종특별자치시_2016,10,12,9,10,17,19,21,23,249,8,24,1036,3534,-,1,116,60,-,54,5.1,1249,90.0,88.6,3.3475163146185056,D
218,경기도 수원시_2016,14,17,15,13,20,26,30,31,1877,171,68,21223,68571,4,39,884,276,2,321,8.8,10513,99.0,100.0,4.04339574942411,D
219,경기도 성남시_2016,12,16,13,12,20,25,29,29,1687,106,51,11509,47233,5,16,723,441,3,333,9.7,9420,99.6,99.9,2.28763718901751,D
220,경기도 안양시_2016,13,17,14,13,19,25,29,31,1048,66,52,7316,30053,3,15,360,255,2,185,8,4808,100.0,100.0,2.6240291818106054,D
221,경기도 부천시_2016,14,16,14,11,19,25,30,26,1161,99,71,11662,41012,5,24,491,276,6,207,14.3,12183,99.9,100.0,2.693350123244936,D
222,경기도 광명시_2016,15,17,13,12,22,26,28,29,524,16,73,4637,20192,1,4,193,108,-,81,6.3,2149,98.7,100.0,2.209883063772637,D
223,경기도 평택시_2016,13,15,14,14,16,23,28,31,624,36,68,7953,28000,5,11,229,129,-,101,9.1,4282,83.6,97.8,2.086489717417375,D
224,경기도 안산시_2016,14,17,15,13,19,25,29,30,937,77,83,9753,38137,4,20,335,188,9,129,14.2,9827,98.9,99.8,4.1614196558306,D
225,경기도 과천시_2016,14,17,15,11,19,25,31,25,73,2,100,694,3379,-,-,33,17,-,14,0.3,18,98.5,99.7,1.3896326257478533,D
226,경기도 오산시_2016,16,16,15,14,20,26,32,33,233,10,113,6673,15381,2,3,91,65,-,35,10.9,2275,98.9,100.0,5.020793537914268,D
227,경기도 시흥시_2016,14,16,15,14,19,24,29,32,561,32,89,5273,24816,3,2,179,104,9,60,10.3,4157,93.9,99.9,4.5256979113949285,D
228,경기도 군포시_2016,14,16,14,14,22,25,29,32,396,30,77,4241,16234,2,3,135,92,-,62,9,2570,99.7,100.0,2.694367104529654,D
229,경기도 의왕시_2016,13,16,14,12,21,24,28,27,182,3,73,2004,7707,-,1,63,44,-,29,12.7,1998,99.3,99.9,2.1986749564479373,D
230,경기도 하남시_2016,16,17,13,9,20,25,27,22,166,7,98,2302,9254,-,4,102,52,-,40,3.7,779,94.8,98.0,2.9217676370163383,D
231,경기도 용인시_2016,15,17,15,14,19,26,30,33,1663,49,75,18571,67099,3,9,632,289,-,200,8.5,8387,92.9,98.5,2.5185053847074026,D
232,경기도 이천시_2016,13,14,14,12,16,22,27,29,335,25,72,2944,12741,1,4,96,56,-,41,9.3,1953,91.0,94.0,1.833202230754144,D
233,경기도 안성시_2016,13,13,13,13,15,20,27,29,210,16,84,2844,10688,1,3,68,44,-,31,12.1,2209,77.5,91.2,1.0794436140671269,C
234,경기도 김포시_2016,15,16,14,13,17,24,28,29,535,24,77,8568,23614,2,5,169,107,2,82,8.5,3105,84.4,92.7,2.2987883320718407,D
235,경기도 화성시_2016,16,17,15,16,19,25,31,35,1031,31,78,15041,49157,2,9,257,172,-,111,7.8,5003,83.2,98.4,4.472124456855936,D
236,경기도 광주시_2016,13,18,16,13,21,27,31,31,363,9,80,2848,17042,1,2,105,60,52,-,4.9,1595,94.3,88.9,2.4977109437361125,D
237,경기도 여주시_2016,12,12,12,11,15,18,26,24,106,8,84,1388,5600,-,4,50,32,-,22,17.2,1923,81.2,85.6,0.6195251419151536,C
238,경기도 양평군_2016,10,12,11,8,13,19,24,22,72,4,96,696,5029,-,2,39,25,1,29,10.3,1150,78.0,65.6,0.5325897120146721,B
239,경기도 의정부시_2016,13,16,14,13,17,25,29,29,633,42,68,5647,21968,3,12,245,39,1,88,12,5267,98.8,99.6,1.693619701351901,D
240,경기도 동두천시_2016,12,15,13,12,15,23,26,27,88,8,79,937,5247,-,1,39,25,-,15,26.9,2641,99.0,99.3,0.766416663909435,C
241,경기도 고양시_2016,13,17,15,13,20,25,30,31,1816,115,62,15030,55090,5,20,519,304,2,253,12.5,12996,92.1,99.6,2.4494756744039314,D
242,경기도 구리시_2016,14,17,15,13,22,25,31,32,317,15,66,2567,9699,1,9,135,88,-,58,12.2,2365,100.0,99.9,2.701054938586899,D
243,경기도 남양주시_2016,14,18,15,13,19,25,30,30,842,28,87,11143,42143,3,12,264,171,1,126,9.1,6015,97.3,100.0,2.08758924795366,D
244,경기도 파주시_2016,15,16,15,14,18,24,30,31,454,26,102,8016,27390,1,11,167,108,2,73,9,3879,93.5,98.4,1.8035430165782544,D
245,경기도 양주시_2016,12,15,16,15,14,23,31,33,220,6,107,2895,13048,-,3,62,37,-,27,12.1,2491,91.1,97.4,1.3835495788453671,D
246,경기도 포천시_2016,12,12,12,12,13,19,24,26,139,9,105,1399,7384,2,2,55,34,-,22,13.2,2040,65.6,75.9,0.7052181077233276,C
247,경기도 연천군_2016,11,9,9,11,13,14,23,24,40,0,99,419,1804,-,-,14,12,-,7,7,323,86.8,94.3,0.2920780222984234,B
248,경기도 가평군_2016,12,11,11,10,12,17,23,24,58,4,97,425,2668,-,3,22,17,2,15,16.8,1051,78.2,77.0,0.3792254021974566,B
249,강원특별자치도 춘천시_2016,11,14,13,14,21,21,28,34,418,28,63,3573,14702,2,4,151,76,1,64,15,4219,93.4,96.0,1.0868765076610252,C
250,강원특별자치도 원주시_2016,13,15,13,15,21,22,27,34,537,45,61,5474,19484,2,15,180,93,1,98,14.2,4804,90.2,92.9,1.6260416055660072,D
251,강원특별자치도 강릉시_2016,11,13,14,13,18,20,28,29,370,36,55,1964,10404,4,5,109,54,0,52,14.1,3011,91.5,94.7,0.596853875139251,C
252,강원특별자치도 동해시_2016,13,15,12,12,19,22,24,29,112,13,86,1362,5184,1,2,54,23,0,16,16.7,1557,98.1,99.0,0.6524257318216993,C
253,강원특별자치도 태백시_2016,11,10,10,10,18,16,24,27,49,3,92,471,2326,1,1,24,9,0,7,13.9,654,81.2,98.0,0.3429137868638426,B
254,강원특별자치도 속초시_2016,12,13,13,14,19,21,27,32,116,7,84,597,4023,2,1,58,28,0,25,12.1,989,99.5,99.7,0.7975680808159028,C
255,강원특별자치도 삼척시_2016,13,9,7,9,18,15,17,23,68,9,83,846,2864,1,1,26,14,0,12,6.5,454,88.8,89.5,0.2244103590795173,B
256,강원특별자치도 홍천군_2016,11,7,9,12,14,12,20,31,81,4,77,701,2968,1,2,31,15,0,12,12.3,862,73.8,71.5,0.2934358759420431,B
257,강원특별자치도 횡성군_2016,12,7,5,9,16,12,14,24,45,0,75,293,1765,0,2,12,7,0,11,5.4,249,55.0,74.6,0.277018174361137,B
258,강원특별자치도 영월군_2016,8,7,5,7,12,11,14,20,26,2,99,335,1457,1,1,12,6,0,7,9.9,397,72.7,76.1,0.1930522427649032,B
259,강원특별자치도 평창군_2016,9,7,7,9,14,12,19,23,35,1,103,379,1751,0,0,16,10,0,10,4.4,190,68.1,80.2,0.2435617914582036,B
260,강원특별자치도 정선군_2016,10,7,7,7,15,11,18,20,32,0,96,371,1521,0,2,10,5,0,5,7,271,85.8,80.3,0.1373675096895921,A
261,강원특별자치도 철원군_2016,9,9,10,12,14,15,23,29,52,1,99,343,2409,0,1,20,9,0,7,9,432,79.5,90.4,0.2498506698932585,B
262,강원특별자치도 화천군_2016,11,6,8,8,15,10,20,25,20,0,109,378,1159,0,0,8,5,0,3,2,52,68.4,62.9,0.2002540650834395,B
263,강원특별자치도 양구군_2016,10,7,6,11,15,12,17,28,16,0,142,165,1156,0,3,6,5,0,4,8.2,197,84.1,80.8,0.4528629270089078,B
264,강원특별자치도 인제군_2016,9,7,7,9,14,12,20,24,23,0,136,477,1642,0,1,7,6,0,6,4.4,143,80.3,81.5,0.3309058100285725,B
265,강원특별자치도 고성군_2016,11,5,6,9,15,9,17,24,17,0,102,197,973,0,0,8,5,0,4,0.3,8,85.7,83.2,0.2287741293753657,B
266,강원특별자치도 양양군_2016,8,6,7,9,11,9,17,22,21,0,102,223,984,0,0,6,5,0,3,1.1,30,63.7,87.8,0.132013054998576,A
267,경상남도 창원시_2016,12,14,13,12,22,22,29,29,1778,169,56,17817,57593,11,37,546,314,1,285,18.7,19934,96.3,98.2,1.9281212407931656,D
268,경상남도 진주시_2016,13,14,12,12,21,21,27,31,740,60,40,4229,19647,3,12,179,106,1,87,16.7,5778,91.9,99.9,1.1393448999846345,C
269,경상남도 통영시_2016,14,14,12,14,21,21,25,31,209,8,65,2209,7931,-,7,73,35,1,27,16,2206,82.7,98.5,0.7515314536389724,C
270,경상남도 사천시_2016,11,13,12,9,16,20,26,22,207,8,42,1081,6302,-,5,45,28,-,29,26.9,3091,93.5,95.6,0.4194686998010526,B
271,경상남도 김해시_2016,14,16,14,15,21,24,31,35,1081,69,61,9898,35354,4,23,219,124,2,104,19.4,10262,96.6,97.7,3.279388941775714,D
272,경상남도 밀양시_2016,13,11,10,11,18,17,25,23,140,10,47,1094,4240,1,9,48,24,1,24,23.1,2500,73.1,79.2,0.2950465193058388,B
273,경상남도 거제시_2016,14,15,13,16,22,22,28,37,426,23,67,5524,16989,3,6,99,60,-,50,9.4,2414,85.8,96.9,3.715205887853224,D
274,경상남도 양산시_2016,13,15,14,14,22,23,29,34,437,26,68,6644,18322,3,4,155,72,1,62,21.8,6910,96.5,96.9,2.3665678382538804,D
275,경상남도 의령군_2016,5,4,7,9,11,8,19,22,20,0,67,165,848,-,1,11,5,-,6,23.3,655,63.2,68.9,0.020009720135204,A
276,경상남도 함안군_2016,11,11,11,10,18,17,24,24,75,0,67,1034,3657,-,3,21,12,-,12,16.6,1141,52.9,92.8,0.3444603273814777,B
277,경상남도 창녕군_2016,10,8,10,10,14,14,23,25,55,4,56,586,2179,-,2,27,12,-,14,34.5,2210,69.2,99.2,0.2083863632289089,B
278,경상남도 고성군_2016,5,7,7,11,11,13,19,24,69,2,51,311,2156,-,3,21,12,-,12,19.7,1076,59.2,79.4,0.1026727549700504,A
279,경상남도 남해군_2016,10,8,6,10,13,13,17,23,43,1,61,221,1455,-,1,24,9,-,9,6.2,282,74.9,66.1,0.0200422301962149,A
280,경상남도 하동군_2016,6,7,6,8,9,12,17,23,36,5,87,188,1644,-,1,21,10,-,8,13.6,674,70.1,54.0,0.0702440288733694,A
281,경상남도 산청군_2016,9,6,6,6,12,10,15,19,25,1,93,198,1086,-,-,13,5,-,12,1,37,64.0,46.7,0.1615632340886764,B
282,경상남도 함양군_2016,11,8,8,9,16,13,19,25,44,2,69,412,1641,-,1,21,8,-,9,2.7,107,76.1,62.2,0.1571074188457321,A
283,경상남도 거창군_2016,11,10,7,10,16,16,19,24,86,6,53,597,2937,-,3,24,16,-,14,11.8,745,81.0,74.9,0.2822941494680906,B
284,경상남도 합천군_2016,6,5,6,8,11,9,17,21,41,1,55,278,1344,-,3,18,10,-,13,18,866,57.6,49.3,0.0,A
285,경상북도 포항시_2016,14,15,12,12,20,23,26,26,712,57,57,8845,26552,4,12,262,148,1,128,16.5,16.5,80.5,95.0,1.1320089752048066,C
286,경상북도 경주시_2016,14,13,11,11,20,20,24,27,335,23,50,3381,11947,1,11,102,2,1,65,19.6,19.6,90.4,87.3,0.4776959130936539,B
287,경상북도 김천시_2016,14,11,7,11,20,19,17,27,110,17,79,2046,6228,2,1,57,32,-,23,15.5,15.5,76.8,86.9,0.5032829843800948,B
288,경상북도 안동시_2016,13,13,10,12,20,20,23,27,209,26,55,2340,8174,3,4,74,44,-,41,31.3,31.3,78.2,91.4,0.3786505164251292,B
289,경상북도 구미시_2016,14,16,13,14,20,25,27,33,784,59,62,10366,26891,3,10,204,104,1,88,8.6,8.6,98.0,99.6,5.216373757052696,D
290,경상북도 영주시_2016,14,13,9,12,19,21,22,27,157,18,42,1190,4998,-,4,54,27,1,26,19.5,19.5,86.2,87.7,0.2636884941283768,B
291,경상북도 영천시_2016,13,10,8,10,17,18,21,25,80,7,70,763,3535,1,3,61,20,1,35,21.1,21.1,71.8,94.5,0.2246263186977856,B
292,경상북도 상주시_2016,13,9,6,5,17,16,17,20,99,9,54,1360,4093,2,1,44,22,-,21,11.4,11.4,67.6,72.5,0.153589368250438,A
293,경상북도 문경시_2016,12,10,9,6,19,17,22,25,77,9,58,892,2974,1,2,45,17,-,14,17.7,17.7,82.1,92.8,0.087679006893148,A
294,경상북도 경산시_2016,11,13,12,14,17,22,26,29,298,19,56,4560,12623,1,5,128,63,-,58,16.5,16.5,91.3,98.9,1.1376602950110448,C
295,경상북도 의성군_2016,8,6,5,7,11,11,15,19,20,1,119,212,1285,-,2,19,9,-,10,22.9,22.9,44.2,81.8,0.0711868793922394,A
296,경상북도 청송군_2016,11,6,3,6,16,12,11,19,13,1,88,216,688,1,-,9,5,-,8,13.5,13.5,42.7,68.1,0.1174908019916093,A
297,경상북도 영양군_2016,8,6,3,8,11,11,10,20,8,0,121,128,543,-,1,1,3,-,2,2.8,2.8,54.4,89.8,0.0434921715026928,A
298,경상북도 영덕군_2016,9,8,6,10,10,14,15,23,31,0,72,157,1210,-,-,17,9,-,10,14.5,14.5,74.1,90.2,0.1322552195780686,A
299,경상북도 청도군_2016,11,7,2,9,13,13,10,19,28,1,50,300,1148,-,1,19,9,-,12,34.6,34.6,54.6,72.3,0.1221763506333933,A
300,경상북도 고령군_2016,9,8,5,9,11,14,14,19,23,0,80,234,1291,-,1,13,8,-,10,9.5,9.5,59.7,92.0,0.0937988408909889,A
301,경상북도 성주군_2016,10,6,5,7,12,12,16,21,28,0,71,212,1249,-,2,18,9,-,10,18.5,18.5,36.0,71.8,0.2082427762229088,B
302,경상북도 칠곡군_2016,13,13,11,10,18,20,24,27,192,5,58,2023,6992,-,3,48,22,-,17,15.6,15.6,72.1,91.5,1.4525831176160264,D
303,경상북도 예천군_2016,11,8,6,9,14,14,17,24,30,3,82,270,1437,-,1,16,10,-,9,15,15,48.8,80.8,0.4541763227284371,B
304,경상북도 봉화군_2016,9,6,5,3,10,10,14,11,13,0,125,221,1003,-,1,7,4,-,7,7.1,7.1,61.8,63.9,0.0638585960112541,A
305,경상북도 울진군_2016,10,9,8,11,12,15,19,23,52,4,78,245,2174,-,2,16,9,-,11,7.4,7.4,60.0,68.9,0.2117253490381413,B
306,경상북도 울릉군_2016,12,7,3,11,15,12,10,23,2,0,578,110,291,-,-,-,1,-,1,6.3,6.3,1.4,84.9,0.1650004840178181,B
307,광주광역시 동구_2016,12,11,10,15,19,18,21,31,187,109,27,893,3229,3,5,109,55,3,32,59.2,5667,99.3,100.0,0.2996986609486535,B
308,광주광역시 서구_2016,11,14,14,14,18,21,28,31,730,91,40,4688,17578,4,19,237,141,15,83,21.8,6735,99.9,100.0,2.317246854388829,D
309,광주광역시 남구_2016,13,15,11,14,19,22,26,31,501,36,39,3923,12692,3,11,116,98,15,46,30.1,6624,98.7,100.0,1.1024215009629632,C
310,광주광역시 북구_2016,12,14,12,14,17,21,26,33,816,116,44,6738,24025,5,22,230,160,37,82,24.9,10996,99.3,99.8,1.6707133234916998,D
311,광주광역시 광산구_2016,14,15,13,14,20,23,28,34,879,69,58,8548,31571,6,14,186,129,20,66,22.8,9206,96.9,99.6,4.713492985396646,D
312,대구광역시 중구_2016,13,14,12,14,18,21,26,35,133,156,46,852,4172,3,9,224,112,1,71,48.1,3832,100.0,100.0,0.4766039278012212,B
313,대구광역시 동구_2016,11,14,11,14,18,22,24,35,336,26,68,5631,16891,1,10,209,97,-,106,11.6,4082,98.7,99.7,0.8346708629611764,C
314,대구광역시 서구_2016,12,12,10,10,22,20,23,23,147,26,73,1427,6628,1,8,124,55,-,72,19.1,3812,100.0,100.0,0.4037257304027738,B
315,대구광역시 남구_2016,11,12,9,10,21,20,23,23,110,30,66,1744,5036,2,9,102,56,-,65,28.4,4441,100.0,100.0,0.3699457468297248,B
316,대구광역시 북구_2016,12,14,12,13,19,22,25,31,579,48,68,7967,23860,2,17,238,139,-,117,14.5,6395,99.7,99.99,1.8252474460578532,D
317,대구광역시 수성구_2016,11,15,14,15,19,24,26,34,900,46,45,6469,24717,1,17,312,162,1,192,8.1,3604,99.4,100.0,1.5829943912231004,D
318,대구광역시 달서구_2016,13,14,13,12,23,23,26,31,854,60,64,9890,32870,2,33,353,192,-,176,13.7,8107,100.0,100.0,2.1788123173536293,D
319,대구광역시 달성군_2016,13,12,11,13,21,20,23,31,284,9,64,4885,11367,-,8,104,60,-,55,10.9,2380,85.0,100.0,2.5509058268237075,D
320,대전광역시 동구_2016,11,13,12,13,18,20,27,29,193,33,89,2772,12000,1,1,150,71,1,82,13,3055,98.8,99.98,0.7720187028534264,C
321,대전광역시 중구_2016,12,13,13,15,19,20,29,34,251,107,76,3914,13400,3,4,178,92,1,90,23.1,5828,99.43,100.0,0.884168394047574,C
322,대전광역시 서구_2016,12,15,13,12,19,22,28,30,768,112,65,8155,27218,3,21,417,214,3,196,15.9,7789,99.7,99.87,3.006158959340937,D
323,대전광역시 유성구_2016,13,14,13,13,20,22,28,32,495,41,83,7364,23195,1,5,190,93,-,99,11.5,3937,91.5,99.78,5.629019253782486,D
324,대전광역시 대덕구_2016,12,12,12,10,19,19,26,26,252,14,66,2862,10126,2,4,111,49,-,46,14.6,2818,97.68,99.96,1.5678330484266625,D
325,부산광역시 중구_2016,9,14,12,10,15,20,26,26,33,25,246,170,1448,1,2,72,42,-,24,40.6,1834,100.0,100.0,0.3087427067709806,B
326,부산광역시 서구_2016,13,13,13,11,23,20,27,26,103,5,74,1117,3819,4,3,61,34,1,37,44.7,5051,100.0,100.0,0.2101495562039234,B
327,부산광역시 동구_2016,12,12,12,12,21,19,26,25,42,28,104,917,2570,3,6,74,41,1,50,34.9,3137,100.0,100.0,0.1394173520892837,A
328,부산광역시 영도구_2016,12,12,10,12,19,19,24,25,80,1,84,1057,4163,2,1,76,29,-,33,13.4,1687,100.0,100.0,0.147175970397221,A
