sigun_gu,student_per_teacher_kin,teacher_per_student_pri,teacher_per_student_mid,teacher_per_student_high,student_per_class_kin,student_per_class_pri,student_per_class_mid,student_per_class_high,extra_curr_school,extra_curr_lifelong,student_per_extra_curr,kin_stu,pri_stu,extinction_index,extinction_grade,general_hospital,hospital,clinic,dental_clinic,medicine_hospital,beds_per_thousandpeople,total_beds
"울산광역시 북구_2016",16,16,12,12,23,23,26,29,346,14,72,4744,13265,6.487422567120393,"D",1,2,63,45,0,7.6,1484.0
"울산광역시 울주군_2016",13,14,12,15,19,21,26,34,369,10,61,3694,13680,1.579290500446928,"D",1,7,66,42,0,15.3,3353.0
"인천광역시 강화군_2016",11,15,14,8,13,22,28,22,83,10,130,617,7421,0.2347639676769118,"B",0,2,20,14,0,14.0,950.0
"인천광역시 옹진군_2016",11,14,10,4,12,22,22,14,43,2,115,154,4186,0.3106774572618408,"B",0,1,1,1,0,2.7,58.0
"인천광역시 중구_2016",13,15,14,10,17,23,28,25,326,54,81,2099,16932,1.206627303948607,"C",2,1,48,35,1,16.4,1888.0
"인천광역시 동구_2016",13,16,16,10,17,24,31,25,543,23,59,1073,19904,0.4176483575681584,"B",2,0,41,25,0,11.4,812.0
"인천광역시 미추홀구_2016",14,16,14,11,19,24,29,27,620,70,78,4655,29082,1.402964644469571,"D",2,9,200,118,3,0.0,0.0
"인천광역시 연수구_2016",14,15,15,13,21,22,28,29,582,94,83,5226,26605,4.559381750540624,"D",2,4,155,89,1,5.3,1727.0
"인천광역시 남동구_2016",14,15,14,13,18,22,27,29,372,28,89,10143,16884,2.616322852320419,"D",1,13,327,180,1,12.2,6488.0
"인천광역시 부평구_2016",14,16,15,12,21,23,29,27,656,26,86,6730,31449,2.112601278287044,"D",3,11,305,174,6,10.1,5545.0
"인천광역시 계양구_2016",14,8,9,12,22,13,21,29,48,1,248,4106,2495,3.376758176546553,"D",1,8,156,103,4,12.5,4117.0
"인천광역시 서구_2016",16,7,5,14,21,10,11,32,4,0,2607,9822,632,4.175811616320489,"D",5,8,223,127,2,10.4,5318.0
"전라남도 목포시_2016",13,16,14,12,17,24,28,28,446,34,49,4108,15494,1.205361732356787,"C",5,12,135,63,9,31.8,7560.0
"전라남도 여수시_2016",9,14,12,13,15,21,27,31,512,28,50,3321,14929,0.7004949543649623,"C",3,7,152,75,1,15.6,4500.0
"전라남도 순천시_2016",11,15,14,12,16,23,29,30,408,44,71,3812,16805,1.248397134593128,"C",5,17,124,84,8,22.0,6141.0
"전라남도 나주시_2016",11,11,7,7,15,17,18,18,75,4,82,1043,4257,0.6165655815659654,"C",1,4,57,25,1,37.0,3865.0
"전라남도 광양시_2016",11,13,13,13,14,21,27,31,230,9,71,1697,8947,2.107890347550896,"D",1,3,57,37,1,7.0,1093.0
"전라남도 담양군_2016",9,7,7,12,14,13,19,27,11,1,234,356,1428,0.20665049007503,"B",0,3,22,10,0,35.0,1654.0
"전라남도 곡성군_2016",8,7,10,10,11,13,25,27,22,1,91,176,999,0.0671526792124041,"A",0,1,13,8,0,13.8,421.0
"전라남도 구례군_2016",11,7,8,10,12,11,20,28,13,0,154,215,1051,0.2024525747044396,"B",0,1,10,5,0,23.9,654.0
"전라남도 고흥군_2016",6,7,7,12,11,13,18,27,45,1,93,336,2113,0.0116121821660507,"A",2,1,35,12,0,21.4,1445.0
"전라남도 보성군_2016",7,6,6,11,8,10,18,25,31,1,79,242,1391,0,"A",0,2,22,8,0,31.8,1416.0
"전라남도 화순군_2016",11,10,9,14,13,16,22,33,92,3,64,492,3105,0.2318876573914552,"B",1,3,27,15,0,64.9,4239.0
"전라남도 장흥군_2016",10,7,8,10,12,13,20,25,24,1,132,326,1539,0,"A",1,1,23,8,0,9.0,367.0
"전라남도 강진군_2016",9,6,6,10,10,12,18,26,30,0,94,195,1353,0,"A",0,3,19,6,0,14.7,555.0
"전라남도 해남군_2016",11,8,9,10,13,14,23,26,54,6,96,609,2938,0,"A",2,2,38,17,0,20.9,1569.0
"전라남도 영암군_2016",10,9,8,10,14,16,20,25,44,1,109,564,2646,0.0485823513243865,"A",0,2,24,13,0,18.9,1078.0
"전라남도 무안군_2016",12,11,12,11,16,18,26,25,122,5,58,927,4421,0.4244731131582785,"B",1,2,43,17,1,11.0,904.0
"전라남도 함평군_2016",9,7,5,7,11,12,16,19,16,2,106,168,1047,0.0059512719345147,"A",0,1,16,6,0,22.5,773.0
"전라남도 영광군_2016",10,10,8,13,12,15,20,29,59,3,65,424,2329,0.0886946805997648,"A",2,0,34,15,0,21.3,1183.0
"전라남도 장성군_2016",13,9,7,11,16,15,21,29,35,2,93,653,1928,0.1173882204129106,"A",0,2,18,9,0,20.3,934.0
"전라남도 완도군_2016",12,7,6,8,15,13,18,25,32,4,129,618,2109,0.0636009258691601,"A",0,1,24,10,0,2.8,149.0
"전라남도 진도군_2016",11,7,4,2,14,12,14,9,23,0,62,280,1201,0.0421179948886256,"A",0,2,16,6,0,6.6,213.0
"전라남도 신안군_2016",10,4,3,6,10,7,11,17,6,0,292,239,951,0,"A",0,2,12,5,0,5.0,215.0
"전북특별자치도 전주시_2016",12,16,15,16,18,24,32,34,3375,305,25,11056,38399,1.676774572170886,"D",5,39,448,251,16,25.8,16817.0
"전북특별자치도 군산시_2016",12,13,14,14,18,21,30,32,3375,305,8,4131,15626,0.8301984221549248,"C",2,8,149,71,2,14.8,4094.0
"전북특별자치도 익산시_2016",12,13,13,13,16,21,29,29,3375,305,9,4678,16180,0.7492472178510041,"C",2,7,166,91,5,16.6,4990.0
"전북특별자치도 정읍시_2016",10,9,10,10,14,15,23,24,3375,305,3,1257,5380,0.2091457919362183,"B",1,4,73,32,1,20.2,2323.0
"전북특별자치도 남원시_2016",9,9,10,10,13,16,24,25,3375,305,2,647,4268,0.1933373537587039,"B",1,1,56,20,0,21.2,1786.0
"전북특별자치도 김제시_2016",9,8,9,9,13,12,23,20,3375,305,2,943,3612,0.0967637449048479,"A",0,1,50,19,2,35.2,3091.0
"전북특별자치도 완주군_2016",11,10,9,10,16,16,22,22,3375,305,2,1426,5072,0.4213233988467491,"B",0,1,0,0,0,24.4,2327.0
"전북특별자치도 진안군_2016",7,5,3,6,12,10,11,18,3375,305,0,259,915,0.104170599023273,"A",0,2,12,4,0,12.0,313.0
"전북특별자치도 무주군_2016",9,8,6,7,12,13,16,17,3375,305,0,253,1075,0.0644774071433298,"A",0,0,13,5,0,5.5,138.0
"전북특별자치도 장수군_2016",10,8,5,6,14,12,14,18,3375,305,0,241,993,0.3290132460547588,"B",0,0,9,4,0,1.4,34.0
"전북특별자치도 임실군_2016",9,5,4,8,12,9,13,26,3375,305,0,233,1033,0.1146006331841113,"A",0,1,14,5,0,10.4,313.0
"전북특별자치도 순창군_2016",7,5,6,8,12,10,17,23,3375,305,0,265,1172,0.0619956394072507,"A",0,1,17,5,0,24.9,745.0
"전북특별자치도 고창군_2016",9,7,8,10,13,12,20,22,3375,305,1,436,2095,0.2375610231061325,"B",1,1,32,13,0,15.8,956.0
"전북특별자치도 부안군_2016",8,6,7,10,13,11,18,24,3375,305,1,564,2075,0.2040228226703588,"B",1,5,27,13,0,21.7,1238.0
"제주특별자치도 제주시_2016",12,15,14,14,24,23,28,32,785,44,61,4813,29504,1.636106683735677,"D",6,5,294,151,0,9.4,4435.0
"제주특별자치도 서귀포시_2016",9,11,11,12,18,18,25,26,162,3,94,1130,8768,0.8179125284172639,"C",1,3,91,45,0,3.6,620.0
"충청남도 천안시_2016",13,15,14,15,21,24,29,34,1034,79,66,10880,38136,3.530598247040254,"D",4,15,311,168,3,12.8,7901.0
"충청남도 공주시_2016",10,10,10,12,17,16,24,28,120,11,75,1381,4742,0.2403627332762803,"B",1,1,65,24,0,24.2,2664.0
"충청남도 보령시_2016",12,9,10,12,18,16,24,27,124,6,71,1208,4856,0.2346492055924446,"B",1,3,55,22,0,12.6,1312.0
"충청남도 아산시_2016",13,15,14,15,19,23,28,31,374,20,89,5310,20189,1.873249904493802,"D",1,6,129,75,0,11.3,3429.0
"충청남도 서산시_2016",12,14,12,13,17,21,27,30,189,16,89,2178,10015,0.7185166388913393,"C",2,0,72,40,0,6.8,1168.0
"충청남도 논산시_2016",9,10,9,11,14,17,21,26,109,15,75,739,5912,0.2270556027441814,"B",1,2,81,31,0,27.0,3325.0
"충청남도 계룡시_2016",13,16,14,12,18,24,30,29,52,6,111,759,3208,3.555212686312748,"D",0,2,17,12,0,6.7,287.0
"충청남도 당진시_2016",12,13,11,14,18,21,26,33,189,13,69,1714,9576,0.6956165383386297,"C",1,4,78,46,0,7.2,1202.0
"충청남도 금산군_2016",10,9,8,12,14,14,22,27,34,2,128,401,2269,0.1563436744424345,"A",0,1,33,14,0,13.7,749.0
"충청남도 부여군_2016",10,7,9,12,12,12,22,26,52,5,100,571,2586,0.0449725325134077,"A",0,2,31,15,0,17.4,1221.0
"충청남도 서천군_2016",8,7,8,9,10,12,23,22,54,5,62,288,1934,0.0233296762046638,"A",0,1,33,11,1,24.0,1345.0
"충청남도 청양군_2016",9,6,6,10,15,11,16,23,20,2,117,316,1007,0.2651024691146498,"B",0,1,10,6,0,8.3,273.0
"충청남도 홍성군_2016",11,11,10,11,17,19,23,26,106,11,87,1290,5084,0.74345715584611,"C",1,0,42,23,1,16.7,1673.0
"충청남도 예산군_2016",11,8,10,11,14,14,23,24,74,11,71,783,3190,0,"A",1,1,44,21,0,7.4,604.0
"충청남도 태안군_2016",9,9,9,10,14,14,21,24,46,3,106,470,2605,0.2526875957444668,"B",0,1,28,14,0,9.5,609.0
"충청북도 청주시_2016",12,14,13,14,18,22,28,33,1355,112,63,10890,49338,2.176035119786133,"D",6,21,463,230,3,11.3,9449.0
"충청북도 충주시_2016",12,12,12,11,18,18,26,26,275,27,59,2246,10257,0.6992673542896669,"C",2,2,118,44,1,13.6,2842.0
"충청북도 제천시_2016",11,11,10,14,16,18,24,28,174,19,68,1776,6388,0.6000492394892003,"C",2,2,78,31,2,18.5,2526.0
"충청북도 보은군_2016",10,6,8,9,12,10,20,28,24,1,88,298,1191,0.1519729520774086,"A",0,2,16,5,0,21.4,734.0
"충청북도 옥천군_2016",11,9,9,13,15,14,21,29,35,6,121,622,2180,0.2122942767016846,"B",1,0,28,11,0,21.4,1119.0
"충청북도 영동군_2016",9,7,7,10,16,13,18,26,39,1,83,466,1799,0.1884806241759857,"B",0,1,26,10,0,12.9,654.0
"충청북도 증평군_2016",10,15,12,10,18,21,23,26,51,3,69,295,2029,1.097098823633514,"C",0,3,19,9,0,8.8,327.0
"충청북도 진천군_2016",12,12,10,13,17,18,22,30,73,5,93,802,3969,0.896069876492903,"C",1,0,25,17,0,10.8,758.0
"충청북도 괴산군_2016",9,6,6,11,12,9,17,30,15,0,147,255,1092,0.2026560122945831,"B",0,2,10,5,0,9.4,365.0
"충청북도 음성군_2016",11,10,10,12,16,17,21,29,83,9,98,1137,4635,0.6682125233440808,"C",0,4,43,24,0,22.8,2234.0
"충청북도 단양군_2016",5,6,6,12,7,10,17,29,13,0,243,145,1174,0.1384634970199086,"A",0,1,7,6,0,8.0,244.0
