,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,출생아수,합계출산율,남녀성비,인구증가율,주민등록인구,가구수,일반공공행정예산비중,소멸위험지수,소멸위험등급
471,경기도 하남시_2017,15,17,13,9,19,25,28,22,228,7,88,2620,12281,0,5,114,58,0,47,3.7,862.0,95.3,98.3,1850,1.095,101.1,10.19,232487,81467,6.0,2.4134411437231216,D
472,경기도 용인시_2017,15,17,14,13,18,26,30,31,1731,47,71,18118,67328,3,10,448,296,0,207,8.1,8146.0,93.0,98.9,6997,1.039,98.8,1.29,1004081,346336,7.8,2.187556191385997,D
473,경기도 이천시_2017,12,14,13,12,14,23,26,28,340,25,70,2897,12988,1,4,101,53,0,41,9.1,1944.0,91.1,96.4,1725,1.234,104.3,1.47,213142,79317,5.7,1.5691450525476662,D
474,경기도 안성시_2017,12,13,13,13,14,20,26,28,207,19,84,2685,10734,1,3,68,40,0,30,12.0,2192.0,77.9,92.0,1236,1.178,104.9,0.36,182786,75632,6.7,0.8500933251642105,C
475,경기도 김포시_2017,14,17,14,12,16,25,29,28,586,33,74,9551,25578,2,8,177,115,2,83,7.5,2943.0,87.3,94.5,3172,1.175,100.8,7.65,392092,140347,8.0,2.408640912562311,D
476,경기도 화성시_2017,15,17,15,15,18,25,31,34,1100,43,78,16066,52593,3,12,292,185,1,129,6.9,4736.0,83.5,98.6,7004,1.391,107.1,7.7,691086,254974,5.7,4.367387742033771,D
477,경기도 광주시_2017,14,18,15,13,19,27,30,30,384,8,77,2734,17608,1,2,120,66,0,59,5.5,1902.0,94.3,94.8,2842,1.187,105.4,5.45,345947,125090,8.3,2.3034152687763134,D
478,경기도 여주시_2017,12,12,10,11,15,18,24,23,106,7,82,1324,5548,0,4,50,34,0,23,17.3,1941.0,81.2,86.8,628,1.073,102.3,0.76,111984,42809,9.6,0.5490882757434523,B
479,경기도 양평군_2017,10,12,9,8,12,19,23,22,77,3,91,676,5118,0,2,43,26,1,26,10.4,1193.0,79.1,73.6,618,1.163,101.5,3.38,115105,44218,7.5,0.5551287502960567,B
480,경기도 의정부시_2017,12,16,13,12,16,25,28,28,662,46,63,5332,21918,3,15,252,140,1,97,12.0,5290.0,98.8,99.5,2669,0.947,97.5,0.77,441584,161772,11.8,1.4828720842362684,D
481,경기도 동두천시_2017,11,15,12,11,14,23,25,24,93,6,73,844,5231,0,1,38,26,0,16,27.6,2675.0,98.9,98.5,583,1.078,99.2,-1.12,97071,38008,6.9,0.5629816819050978,B
482,경기도 고양시_2017,13,17,14,12,19,25,30,29,1880,120,58,15028,54467,5,19,534,307,2,268,12.4,12922.0,92.9,99.7,6681,0.96,96.4,0.22,1041983,370113,10.4,2.085585427159646,D
483,경기도 구리시_2017,13,17,14,12,20,25,30,29,327,16,62,2694,9780,1,9,143,0,0,62,13.6,2720.0,99.6,99.9,1306,0.979,98.7,3.23,200042,69553,8.1,2.4038215047212383,D
484,경기도 남양주시_2017,14,17,14,12,18,25,28,29,877,24,83,10905,41985,3,11,273,172,0,129,9.7,6446.0,95.9,96.9,4422,1.043,99.7,0.51,665321,227198,7.7,1.7165643361618697,D
485,경기도 파주시_2017,14,16,15,13,17,24,29,30,490,30,95,7715,27888,1,2,165,108,1,81,9.7,4243.0,93.7,98.7,3409,1.199,103.1,1.7,437848,153581,10.9,1.6458132551632751,D
486,경기도 양주시_2017,12,15,15,14,13,23,30,32,224,8,105,2983,13026,0,5,65,40,0,26,12.9,2729.0,92.3,97.7,1402,1.188,103.0,3.03,212146,77036,10.6,1.4161272475458504,D
487,경기도 포천시_2017,11,12,10,11,12,19,23,24,135,7,102,1260,7217,2,3,57,34,0,22,11.7,1790.0,84.5,79.6,875,1.152,110.8,-1.18,152925,61218,8.1,0.5281845539086387,B
488,경기도 연천군_2017,11,9,7,10,14,14,21,24,39,0,98,431,1802,0,0,13,12,0,7,7.1,323.0,87.0,94.0,338,1.59,109.9,-1.02,45431,18382,9.1,0.1598714855862597,B
489,경기도 가평군_2017,10,10,11,10,10,17,23,24,60,4,91,374,2651,0,3,24,18,1,15,12.8,806.0,79.0,80.2,362,1.307,105.1,0.79,62973,24606,7.3,0.3670698455189821,B
490,강원특별자치도 춘천시_2017,11,14,12,14,20,21,26,32,420,33,61,3519,14701,2,4,4,156,80,1,15.0,4207.0,95.0,96.5,1742,1.032,97.1,0.08,280514,112688,8.8,0.8982217745316192,C
491,강원특별자치도 원주시_2017,12,14,12,14,19,22,26,32,547,48,59,5233,19531,2,16,16,184,100,2,14.2,4853.0,87.3,93.2,2291,1.106,98.9,1.02,341337,135792,4.2,1.4018979007725716,D
492,강원특별자치도 강릉시_2017,11,13,13,12,18,19,26,28,366,42,53,1932,10151,4,4,4,110,54,0,13.4,2864.0,91.7,94.7,1084,1.025,98.7,0.06,213952,90627,4.8,0.549556518212774,B
493,강원특별자치도 동해시_2017,12,15,11,12,18,22,23,28,123,15,76,1318,5062,1,2,2,52,24,0,16.6,1541.0,97.8,99.2,561,1.236,102.8,-0.32,92851,36218,9.7,0.5756906336002369,B
494,강원특별자치도 태백시_2017,9,10,9,10,15,16,23,27,47,3,93,407,2323,1,1,1,23,9,0,12.3,563.0,81.2,98.0,242,1.183,102.2,-2.52,45888,18979,11.1,0.1492016660895209,A
495,강원특별자치도 속초시_2017,13,13,13,13,19,20,25,30,119,9,78,581,3870,2,0,0,60,30,0,9.0,739.0,99.5,99.7,383,0.908,97.1,0.66,82273,33441,10.1,0.7599530170655776,C
496,강원특별자치도 삼척시_2017,12,9,6,8,17,14,16,21,68,6,78,814,2783,1,1,1,26,14,0,6.6,454.0,88.3,92.0,337,1.158,102.2,-1.47,68514,29072,7.5,0.209080044051261,B
497,강원특별자치도 홍천군_2017,10,7,8,12,14,12,19,29,77,4,78,661,2938,1,2,2,30,14,0,12.0,844.0,78.8,72.5,378,1.27,104.0,0.46,70340,28339,3.9,0.3202833515187021,B
498,강원특별자치도 횡성군_2017,11,7,5,8,14,12,13,22,46,0,70,278,1694,0,2,2,13,7,0,6.2,289.0,55.0,76.4,174,0.999,103.5,0.54,46281,18180,7.2,0.2812128822322432,B
499,강원특별자치도 영월군_2017,7,6,4,7,12,10,13,20,26,2,93,332,1387,1,1,1,12,6,0,9.8,391.0,72.7,78.2,142,1.01,106.2,-0.01,40067,16522,5.5,0.2308881828233545,B
500,강원특별자치도 평창군_2017,9,7,7,8,13,11,18,22,36,1,95,336,1708,0,0,0,17,11,0,4.6,200.0,74.2,80.4,185,1.095,104.5,-0.43,43092,17620,4.7,0.1977561455505596,B
501,강원특별자치도 정선군_2017,8,7,6,7,14,11,17,19,32,0,92,352,1516,0,2,2,10,5,0,6.8,261.0,85.9,80.2,150,0.968,107.2,-1.45,38173,15466,7.1,0.100470996505892,A
502,강원특별자치도 철원군_2017,9,9,10,11,13,14,21,27,50,2,97,335,2326,0,1,1,17,8,0,7.8,368.0,80.4,90.1,349,1.591,111.6,-1.6,47185,18073,9.1,0.213416319629506,B
503,강원특별자치도 화천군_2017,11,6,7,7,14,10,18,22,19,0,108,341,1117,0,0,0,8,5,0,2.0,52.0,68.4,65.3,199,1.484,122.2,-0.89,26022,10387,6.0,0.2916506248104089,B
504,강원특별자치도 양구군_2017,11,7,6,10,13,11,17,26,18,0,121,147,1104,0,3,3,6,5,0,8.3,197.0,84.8,83.1,201,1.623,115.4,-0.68,23835,8975,7.6,0.3830169557907174,B
505,강원특별자치도 인제군_2017,8,7,7,8,13,12,18,22,26,0,114,423,1590,0,1,1,8,6,0,4.2,138.0,73.7,81.8,310,1.833,117.2,-0.48,32582,12851,7.8,0.3718644623061331,B
506,강원특별자치도 고성군_2017,10,5,6,8,15,9,16,21,16,0,103,201,959,0,0,0,8,5,0,0.0,0.0,86.9,84.2,135,1.176,111.3,0.4,30029,12352,4.8,0.1915904146637031,B
507,강원특별자치도 양양군_2017,7,6,7,9,11,9,16,21,21,1,97,228,962,0,0,0,6,5,0,0.2,5.0,68.5,89.8,95,0.939,103.7,-0.09,27207,11472,11.1,0.193823487989151,B
508,경상남도 창원시_2017,13,14,13,11,22,22,27,28,1778,168,54,17609,57188,11,40,525,319,1,290,18.6,19643.0,100.0,98.2,7515,1.141,102.9,-0.69,1057032,401678,4.0,1.597886775575458,D
509,경상남도 진주시_2017,12,14,12,12,20,22,26,29,791,71,37,4169,19689,3,13,177,108,1,95,17.7,6140.0,100.0,99.9,2296,1.139,98.2,0.08,346681,139013,3.2,0.9691263921722852,C
510,경상남도 통영시_2017,12,14,11,14,19,21,24,32,228,8,58,1993,8135,0,8,73,35,0,26,15.9,2163.0,100.0,98.7,845,1.137,101.8,-2.08,135833,54568,11.7,0.5307562664357527,B
511,경상남도 사천시_2017,10,13,11,8,15,20,24,22,194,10,44,993,6417,0,3,49,34,0,29,25.5,2917.0,100.0,95.6,738,1.298,101.2,-0.58,114252,45623,7.4,0.3847843463654248,B
512,경상남도 김해시_2017,13,16,13,14,21,23,29,33,1085,70,60,9675,35186,5,25,213,127,3,105,20.9,11114.0,97.5,97.9,3995,1.234,102.2,0.53,532132,198544,10.9,2.849356559119711,D
513,경상남도 밀양시_2017,12,10,10,11,17,17,24,24,136,9,47,1052,4248,0,9,46,24,1,23,22.6,2437.0,91.7,81.8,627,1.36,95.4,-0.26,107898,45309,4.9,0.1876449524427856,B
514,경상남도 거제시_2017,14,15,12,16,21,22,27,38,432,29,66,5364,17487,3,6,96,58,0,47,9.4,2380.0,81.3,96.9,2614,1.524,110.7,-3.02,254073,97910,7.7,3.037757382320815,D
515,경상남도 양산시_2017,13,15,13,14,22,22,28,34,468,27,66,7033,19371,3,4,162,80,1,70,21.3,7208.0,100.0,98.2,3005,1.376,101.0,6.65,338535,127990,5.3,2.26414259124258,D
516,경상남도 의령군_2017,7,5,7,8,8,8,19,25,19,0,66,156,802,0,1,11,5,0,6,22.3,620.0,98.2,69.7,132,1.376,93.8,-0.89,27849,12283,5.6,0.0669145898696643,A
517,경상남도 함안군_2017,11,11,11,10,18,16,23,26,82,0,61,989,3704,0,3,21,12,0,14,17.8,1217.0,100.0,95.7,387,1.21,102.0,-1.13,68207,27838,4.3,0.2383052404152981,B
518,경상남도 창녕군_2017,10,8,8,10,14,13,21,20,52,5,58,575,2215,0,2,28,13,0,15,35.1,2250.0,100.0,99.4,385,1.522,98.7,0.38,64101,27366,4.0,0.1875543734770736,B
519,경상남도 고성군_2017,6,7,7,10,11,12,18,23,67,2,53,290,2222,0,3,20,11,0,12,20.1,1085.0,98.7,79.6,229,1.057,100.3,-1.67,54060,22618,3.1,0.0860290588212908,A
520,경상남도 남해군_2017,8,7,6,10,11,13,17,22,84,2,30,183,1422,0,2,24,9,0,10,6.5,288.0,100.0,67.4,125,0.953,91.6,-1.13,44642,19668,6.6,0.0803384055157802,A
521,경상남도 하동군_2017,5,7,5,7,7,11,18,19,36,6,82,165,1645,0,1,21,12,0,9,14.4,701.0,100.0,54.4,188,1.083,97.3,-1.53,48831,19443,4.5,0.03696720868641,A
522,경상남도 산청군_2017,7,6,5,6,11,10,15,17,23,1,99,182,1125,0,0,13,6,0,12,1.0,37.0,100.0,46.8,191,1.614,95.9,0.74,36340,15493,3.7,0.2161929658243594,B
523,경상남도 함양군_2017,9,8,8,9,13,13,19,25,43,1,68,328,1591,0,1,20,8,0,8,2.6,106.0,100.0,64.0,160,1.124,91.9,-0.21,40175,17044,8.4,0.1795394862229073,B
524,경상남도 거창군_2017,12,10,7,10,16,16,19,25,80,4,55,591,2916,0,3,26,16,0,14,12.6,793.0,100.0,77.4,294,1.147,94.4,-0.83,62763,25299,7.2,0.1610918096663311,B
525,경상남도 합천군_2017,8,5,6,7,12,8,17,19,40,1,51,300,1256,0,3,17,10,0,13,18.4,867.0,100.0,49.9,123,0.839,91.3,-2.05,47000,20419,4.4,0.0,A
526,경상북도 포항시_2017,13,15,11,11,20,23,25,25,735,61,54,8680,26717,5,12,270,154,1,126,18.7,18.7,82.5,95.3,3511,1.217,102.0,-0.54,513832,201762,7.0,0.9307264516831152,C
527,경상북도 경주시_2017,14,13,10,11,20,21,23,25,332,26,49,3297,11757,1,10,111,56,1,68,18.3,18.3,90.8,91.8,1364,1.093,100.4,-0.31,257903,110811,7.2,0.3777530743887018,B
528,경상북도 김천시_2017,13,12,8,10,18,19,20,25,120,16,74,2145,6449,2,1,60,31,0,23,15.3,15.3,79.0,87.7,1066,1.432,100.3,0.56,142908,57193,4.9,0.414057622450306,B
529,경상북도 안동시_2017,13,12,9,11,20,20,21,25,217,28,52,2413,8235,3,2,74,47,0,41,31.3,31.3,78.4,91.5,1185,1.42,97.6,-1.41,166272,68732,6.5,0.2404301995166741,B
530,경상북도 구미시_2017,14,16,12,14,20,25,25,32,815,62,58,10454,26881,3,10,212,108,0,91,9.0,9.0,98.1,99.7,3727,1.201,104.8,0.41,421799,164455,9.4,4.49992221359479,D
531,경상북도 영주시_2017,13,12,8,11,18,20,20,26,159,16,41,1165,4982,0,4,52,28,1,26,19.3,19.3,86.7,88.1,535,1.182,98.4,-0.74,108371,45168,9.6,0.2075953231752862,B
532,경상북도 영천시_2017,11,10,7,9,16,18,18,23,95,9,57,724,3573,1,3,57,20,1,35,21.0,21.0,72.2,95.0,584,1.353,102.2,0.53,100615,42430,7.7,0.2283123018510346,B
533,경상북도 상주시_2017,12,9,6,4,17,16,16,15,101,11,52,1329,4033,2,0,43,23,0,23,12.0,12.0,69.2,72.5,447,1.176,95.6,-0.82,100947,42578,4.6,0.1189917421248508,A
534,경상북도 문경시_2017,12,10,8,6,18,16,20,22,75,8,56,890,2918,1,2,46,18,0,15,18.3,18.3,81.8,93.3,390,1.304,96.0,-1.9,73294,30077,5.0,0.0211678216145394,A
535,경상북도 경산시_2017,11,13,12,14,17,22,24,28,306,25,55,4525,12565,1,4,137,64,0,60,17.3,17.3,91.3,99.2,2091,1.3,101.6,0.82,259485,111750,5.1,1.017292968081094,C
536,대구광역시 군위군_2017,8,6,4,8,11,11,12,22,8,0,140,111,506,0,0,9,3,0,5,0.4,10.0,37.9,73.5,100,1.36,0.0,0.0,24215,10537,9.0,0.1720963904422901,B
537,경상북도 의성군_2017,7,6,5,7,9,11,16,20,21,1,108,182,1250,0,3,20,9,0,10,26.3,26.3,44.2,86.1,221,1.404,95.4,-1.17,53474,23882,4.9,0.071276396108899,A
538,경상북도 청송군_2017,11,6,3,6,16,11,10,18,10,1,109,230,657,0,1,9,5,0,9,13.6,13.6,42.8,69.9,128,1.531,98.3,-1.32,26006,11527,7.8,0.0372838784138346,A
539,경상북도 영양군_2017,6,6,3,7,8,11,9,17,8,0,116,110,553,0,1,1,3,0,2,2.9,2.9,54.5,87.5,80,1.485,97.3,-1.3,17479,7642,5.3,0.0,A
540,경상북도 영덕군_2017,8,8,5,9,9,14,15,21,31,0,70,147,1205,0,1,18,9,0,9,6.0,6.0,74.1,89.9,208,1.631,91.0,-1.25,38529,17244,9.4,0.0129005137990854,A
541,경상북도 청도군_2017,10,7,2,6,13,13,8,14,31,1,43,279,1153,0,1,20,9,0,12,35.3,35.3,55.7,77.5,143,0.975,95.9,-0.53,43346,18551,3.9,0.1105869430436639,A
542,경상북도 고령군_2017,8,8,4,6,10,14,13,14,25,0,68,163,1233,0,1,13,8,0,11,9.6,9.6,60.3,93.6,171,1.306,103.8,-1.51,33768,13933,5.9,0.0391893822234053,A
543,경상북도 성주군_2017,10,6,5,9,12,12,15,22,30,0,63,212,1225,0,2,19,9,0,10,22.0,22.0,37.3,72.6,273,1.541,105.7,-0.09,45138,17923,10.1,0.1504521570702508,A
544,경상북도 칠곡군_2017,13,13,10,10,18,20,23,27,184,5,59,1973,7001,0,3,46,22,0,20,15.5,15.5,76.0,92.0,1039,1.292,108.2,-1.96,120864,48317,8.5,1.030306267759307,C
545,경상북도 예천군_2017,9,8,5,9,13,14,15,22,30,3,76,249,1377,0,1,16,10,0,9,13.1,13.1,53.0,83.5,231,1.272,97.0,6.64,49253,20573,8.8,0.663674487804444,C
546,경상북도 봉화군_2017,6,6,6,2,8,10,16,14,13,0,119,175,994,0,1,7,4,0,7,7.9,7.9,61.8,65.9,167,1.566,99.0,-0.73,33259,14144,4.4,0.0553172487551607,A
547,경상북도 울진군_2017,10,9,7,9,12,15,18,23,53,3,73,266,2094,0,2,16,10,0,11,7.4,7.4,66.3,68.3,264,1.255,99.8,-1.2,50974,21826,6.7,0.0793082599234219,A
548,경상북도 울릉군_2017,13,7,2,9,14,11,9,23,2,0,543,117,284,0,0,0,1,0,1,6.3,6.3,1.7,84.3,32,0.745,120.0,-0.2,9975,4158,7.1,0.2274126810612941,B
549,광주광역시 동구_2017,11,10,9,13,17,18,19,30,191,116,26,844,3165,3,6,113,56,5,33,64.0,6110.0,99.5,100.0,524,0.925,99.4,-0.27,95448,44089,4.1,0.4278561217319548,B
550,광주광역시 서구_2017,11,14,13,14,18,21,25,30,722,86,40,4766,17461,4,19,240,146,11,87,23.1,7100.0,99.9,100.0,2011,0.977,96.8,-0.86,306957,122837,5.3,1.865652868237472,D
551,광주광역시 남구_2017,12,14,10,14,20,21,24,30,502,41,38,3980,12820,3,12,122,101,17,44,30.6,6683.0,98.8,100.0,1298,0.951,93.5,-0.6,218454,84836,5.7,0.9682036175502026,C
552,광주광역시 북구_2017,11,13,11,14,18,21,24,31,827,127,42,6505,23464,5,23,237,170,32,83,26.7,11719.0,99.3,99.78,3035,1.051,98.7,-0.48,438780,176793,3.5,1.4753483587071436,D
553,광주광역시 광산구_2017,13,15,12,14,20,23,26,33,872,72,57,8559,31279,6,15,187,134,15,65,23.9,9655.0,96.8,99.8,3252,1.211,101.1,0.56,404131,154513,4.7,4.226559519911322,D
554,대구광역시 중구_2017,14,13,10,14,18,21,23,33,131,164,45,810,4144,3,10,232,109,1,71,51.4,4062.0,100.0,100.0,577,1.04,94.6,-0.92,78986,33318,7.5,0.4990488103371598,B
555,대구광역시 동구_2017,12,14,11,14,16,23,22,33,344,28,66,5567,17060,1,10,224,101,0,113,11.5,4001.0,98.7,99.8,2441,1.123,98.4,-0.55,349379,136701,5.5,0.6448901615778326,C
556,대구광역시 서구_2017,12,11,9,10,22,19,22,23,138,28,72,1403,6161,1,8,122,55,0,69,19.7,3791.0,100.0,100.0,864,0.819,101.7,-3.76,191992,79183,6.0,0.2178862830569514,B
557,대구광역시 남구_2017,11,12,9,10,18,20,22,23,96,34,71,1675,4758,2,8,103,55,0,62,28.6,4368.0,100.0,100.0,707,0.753,94.2,-2.28,152845,68748,9.2,0.3249403357007535,B
558,대구광역시 북구_2017,12,14,11,12,19,22,24,30,564,53,66,7488,23118,2,19,244,142,0,120,14.5,6379.0,99.8,99.99,3022,1.14,99.9,0.22,441375,171098,5.9,1.639273250167862,D
559,대구광역시 수성구_2017,11,15,12,14,19,24,25,32,909,55,42,6348,23967,1,17,324,165,1,201,8.3,3666.0,99.6,100.0,1977,0.849,95.0,-1.74,439211,157640,5.3,1.2979408680206943,C
560,대구광역시 달서구_2017,13,14,12,12,22,23,25,29,879,71,59,9887,32135,2,33,354,198,0,175,13.3,7714.0,100.0,100.0,3706,1.04,98.5,-2.33,578068,222577,4.7,1.667763757662272,D
561,대구광역시 달성군_2017,14,12,11,11,22,20,23,29,310,11,66,5758,13365,0,7,112,59,0,56,9.9,2399.0,87.5,100.0,2652,1.634,103.7,11.32,243375,89008,5.5,2.562469104136769,D
562,대전광역시 동구_2017,11,13,11,11,16,20,26,27,181,33,92,2403,11794,1,3,155,71,1,82,14.3,3300.0,99.17,99.99,1409,1.031,102.2,-1.72,230516,100642,5.2,0.6488767468568324,C
563,대전광역시 중구_2017,11,13,13,12,18,20,28,30,242,106,76,3725,13082,3,4,179,88,1,86,23.5,5846.0,99.45,100.0,1427,0.946,98.4,-1.42,248933,96177,6.7,0.7469813547530297,C
564,대전광역시 서구_2017,11,15,12,11,19,22,27,27,758,127,63,7866,26732,3,22,402,209,4,183,16.3,7930.0,99.32,99.89,3522,1.012,97.2,-0.73,487448,193300,5.4,2.530312816972449,D
565,대전광역시 유성구_2017,12,14,12,12,19,22,27,29,486,46,82,7387,23055,1,6,190,100,0,105,11.8,4112.0,91.67,99.82,3375,1.274,101.8,1.55,348428,140386,5.2,4.898368236147097,D
566,대전광역시 대덕구_2017,12,11,11,9,17,19,24,23,232,12,67,2631,9577,2,4,111,49,0,47,15.0,2811.0,99.59,99.96,1118,1.012,103.2,-2.99,186902,73985,4.5,1.1900660787242834,C
567,부산광역시 중구_2017,9,14,11,9,17,21,24,23,30,27,250,189,1396,1,2,68,41,0,23,38.0,1681.0,100.0,100.0,174,0.687,96.0,-2.25,44218,20759,8.5,0.201275846487018,B
568,부산광역시 서구_2017,13,12,12,10,25,20,26,26,105,5,69,1022,3694,4,2,61,33,1,37,46.4,5107.0,100.0,100.0,458,0.758,95.9,-2.48,110039,46093,5.3,0.1731886530282965,B
569,부산광역시 동구_2017,12,12,11,12,20,18,24,24,42,31,96,820,2456,3,5,74,37,1,46,34.0,3022.0,100.0,100.0,373,0.791,97.7,-1.06,88868,38077,4.6,0.2295352834897476,B
570,부산광역시 영도구_2017,11,12,9,12,18,19,22,24,79,1,81,967,4086,2,1,74,29,0,34,13.6,1686.0,100.0,100.0,469,0.75,98.1,-2.28,123521,51416,3.4,0.1079911455158337,A
571,부산광역시 부산진구_2017,12,14,12,9,22,21,25,22,386,195,57,5297,15375,4,18,407,168,1,157,18.6,6898.0,100.0,100.0,2288,0.883,95.4,-1.28,371703,153934,3.7,0.7061863641591164,C
572,부산광역시 동래구_2017,12,16,14,14,22,23,27,30,486,50,47,3895,12486,3,15,179,132,0,110,22.8,6184.0,100.0,100.0,1458,0.887,96.1,-0.73,270727,100950,3.5,0.8513016055020185,C
573,부산광역시 남구_2017,12,14,13,11,21,22,26,26,288,52,70,2970,12130,1,5,152,93,0,85,12.7,3481.0,100.0,100.0,1439,0.881,96.6,-1.33,273854,109597,5.5,0.5434863974198331,B
574,부산광역시 북구_2017,12,14,11,12,22,21,25,29,362,32,69,4542,13403,2,8,161,90,0,75,15.8,4783.0,100.0,100.0,2113,1.106,98.5,-2.26,302924,114011,5.9,1.0148678562467317,C
575,부산광역시 해운대구_2017,12,15,13,14,21,23,27,32,626,34,58,5092,20391,2,12,308,163,1,128,15.5,6374.0,100.0,100.0,2275,0.884,94.0,-1.86,412039,155172,4.3,0.9841115349102396,C
576,부산광역시 사하구_2017,11,14,12,12,21,21,26,28,395,35,52,4307,14394,0,20,178,103,1,87,22.3,7424.0,100.0,100.0,2065,1.005,99.7,-0.45,333301,129779,6.0,0.9091061692080824,C
577,부산광역시 금정구_2017,11,14,13,11,22,21,25,26,342,49,49,2908,9690,1,10,138,91,2,80,23.8,5824.0,100.0,100.0,1204,0.849,96.7,0.0,244469,100968,3.9,0.7062728982318894,C
578,부산광역시 강서구_2017,14,14,10,10,21,21,25,25,182,3,57,3089,6962,0,2,34,27,0,14,3.3,384.0,94.3,100.0,1731,1.829,107.0,7.27,117382,43383,8.3,2.199073983338911,D
579,부산광역시 연제구_2017,12,15,12,10,23,22,24,25,253,39,54,1684,9440,1,10,151,92,2,79,24.7,5106.0,100.0,100.0,1278,0.945,94.8,-0.25,206742,79788,6.7,0.8391039532677314,C
580,부산광역시 수영구_2017,12,15,12,13,22,22,25,30,253,22,38,2142,6154,2,9,114,79,0,82,23.8,4289.0,100.0,100.0,1082,0.852,91.0,0.38,179996,72792,6.2,0.7274959642725427,C
581,부산광역시 사상구_2017,11,13,11,11,21,20,24,25,147,24,87,3320,8431,2,8,107,60,0,42,28.5,6529.0,100.0,100.0,1437,0.996,103.2,-1.47,229219,92305,4.2,0.8663799758393087,C
582,부산광역시 기장군_2017,13,15,14,13,21,23,27,30,207,8,83,3609,10375,1,6,77,39,0,33,12.3,1995.0,90.1,100.0,1636,1.456,98.1,1.88,161651,59336,8.5,1.2924351755443768,C
583,서울특별시 종로구_2017,13,11,10,12,20,20,24,29,109,188,70,1320,5561,4,2,182,169,1,135,21.8,3379.0,100.0,100.0,689,0.646,96.4,1.44,154770,66711,11.7,1.0045055556537663,C
584,서울특별시 중구_2017,12,13,8,12,16,21,17,29,64,64,117,1172,5283,3,3,220,213,1,89,12.5,1568.0,100.0,100.0,808,0.824,98.1,0.14,125709,56239,6.2,0.8949390498783137,C
585,서울특별시 용산구_2017,11,13,10,13,21,21,23,29,143,32,77,1672,7624,1,2,123,108,0,60,4.4,1006.0,100.0,100.0,1464,0.793,93.7,-0.27,229161,96975,9.6,1.028716215854031,C
586,서울특별시 성동구_2017,13,12,11,11,22,20,24,24,255,40,75,2638,12047,1,7,197,132,0,92,7.0,2124.0,100.0,100.0,2462,0.972,97.4,1.81,304808,125421,7.9,1.6554738202302564,D
587,서울특별시 광진구_2017,12,14,13,13,23,23,26,30,383,59,62,3139,15029,2,3,261,153,0,121,6.4,2274.0,100.0,100.0,2347,0.749,95.2,0.05,357703,155878,11.6,2.160160756746244,D
588,서울특별시 동대문구_2017,12,14,12,9,19,22,24,22,304,56,62,3249,13930,5,14,240,157,1,177,18.2,6375.0,100.0,100.0,2117,0.822,100.0,-1.16,350647,153187,8.5,0.9063281278377188,C
589,서울특별시 중랑구_2017,12,14,12,12,20,22,25,27,266,22,92,3365,15419,3,12,223,147,0,103,7.4,3023.0,100.0,100.0,2744,0.906,99.2,-0.7,408226,161432,5.7,1.1162423101035222,C
590,서울특별시 성북구_2017,11,15,13,12,20,24,26,29,424,33,70,5094,21897,1,6,245,151,0,115,7.1,3154.0,100.0,100.0,2631,0.818,95.2,-1.35,444055,178276,6.9,1.105900243481582,C
591,서울특별시 강북구_2017,11,14,12,11,18,23,26,25,203,24,84,1887,10878,1,8,221,119,0,93,6.4,2086.0,100.0,100.0,1772,0.825,96.0,-0.82,324479,129204,9.7,0.7025388359880872,C
592,서울특별시 도봉구_2017,12,15,12,11,19,22,24,24,345,15,76,2929,16242,1,5,159,103,2,85,8.7,3002.0,100.0,100.0,1906,0.833,96.2,-1.15,344166,126940,9.8,0.8998859091145713,C
593,서울특별시 노원구_2017,12,15,13,12,19,22,26,27,728,47,64,6867,28364,3,7,346,193,2,157,7.0,3880.0,100.0,100.0,3494,0.938,94.6,-2.3,554403,204188,4.4,1.2932039008875709,C
594,서울특별시 은평구_2017,12,15,13,12,17,23,26,26,480,41,66,4242,22409,1,9,301,170,2,132,6.8,3313.0,100.0,100.0,2930,0.814,94.4,-0.95,486794,181588,4.9,1.0524514932740932,C
595,서울특별시 서대문구_2017,12,14,12,12,20,22,24,27,289,53,61,2649,13193,2,4,206,122,1,94,12.4,3889.0,100.0,100.0,1911,0.823,93.5,-0.26,312800,131721,14.2,1.0666081017940958,C
596,서울특별시 마포구_2017,13,13,13,12,20,22,26,27,444,172,50,2975,15850,0,2,349,203,1,160,2.0,732.0,100.0,100.0,2812,0.806,91.3,-1.31,374915,157877,6.2,1.7972874207201956,D
597,서울특별시 양천구_2017,11,15,14,13,19,23,27,31,1018,34,42,4972,24526,2,5,274,181,3,153,5.9,2771.0,100.0,100.0,2876,0.898,97.4,-1.42,471154,164193,6.0,1.9423701262472863,D
598,서울특별시 강서구_2017,12,15,12,10,20,22,24,24,673,40,54,6084,26594,3,16,358,210,3,182,5.9,3538.0,100.0,100.0,4800,0.925,94.9,1.02,601691,234926,4.6,1.8940399735433024,D
